i,j,score
50,83,25
83,51,34
51,83,34
83,52,18
52,83,18
83,53,41
53,83,41
83,54,21
54,83,21
83,55,30
55,83,30
83,56,27
56,83,27
83,57,14
57,83,14
83,58,21
58,83,21
83,59,26
59,83,26
83,60,43
60,83,43
83,61,31
61,83,31
83,62,36
62,83,36
83,63,34
63,83,34
83,64,25
64,83,25
83,65,27
65,83,27
83,66,38
66,83,38
83,67,31
67,83,31
83,68,28
68,83,28
83,69,33
69,83,33
83,70,36
70,83,36
83,71,35
71,83,35
83,72,26
72,83,26
83,73,30
73,83,30
83,74,25
74,83,25
83,75,9
75,83,9
83,76,29
76,83,29
83,77,34
77,83,34
83,78,26
78,83,26
83,79,26
79,83,26
83,80,38
80,83,38
83,81,33
81,83,33
83,82,10
82,83,10
83,83,0
84,0,153
0,84,153
84,1,174
1,84,174
84,2,52
2,84,52
84,3,145
3,84,145
84,4,152
4,84,152
84,5,53
5,84,53
84,6,135
6,84,135
84,7,31
7,84,31
84,8,19
8,84,19
84,9,174
9,84,174
84,10,93
10,84,93
84,11,50
11,84,50
84,12,86
12,84,86
84,13,101
13,84,101
84,14,144
14,84,144
84,15,133
15,84,133
84,16,45
16,84,45
84,17,138
17,84,138
84,18,121
18,84,121
84,19,80
19,84,80
84,20,17
20,84,17
84,21,160
21,84,160
84,22,160
22,84,160
84,23,41
23,84,41
84,24,57
24,84,57
84,25,53
25,84,53
84,26,32
26,84,32
84,27,159
27,84,159
84,28,80
28,84,80
84,29,133
29,84,133
84,30,73
30,84,73
84,31,189
31,84,189
84,32,95
32,84,95
84,33,157
33,84,157
84,34,71
34,84,71
84,35,73
35,84,73
84,36,91
36,84,91
84,37,8
37,84,8
84,38,108
38,84,108
84,39,157
39,84,157
84,40,97
40,84,97
84,41,94
41,84,94
84,42,90
42,84,90
84,43,146
43,84,146
84,44,170
44,84,170
84,45,71
45,84,71
84,46,46
46,84,46
84,47,46
47,84,46
84,48,108
48,84,108
84,49,80
49,84,80
84,50,146
50,84,146
84,51,122
51,84,122
84,52,59
52,84,59
84,53,139
53,84,139
84,54,67
54,84,67
84,55,102
55,84,102
84,56,98
56,84,98
84,57,39
57,84,39
84,58,87
58,84,87
84,59,95
59,84,95
84,60,143
60,84,143
84,61,88
61,84,88
84,62,146
62,84,146
84,63,132
63,84,132
84,64,72
64,84,72
84,65,61
65,84,61
84,66,165
66,84,165
84,67,129
67,84,129
84,68,73
68,84,73
84,69,90
69,84,90
84,70,134
70,84,134
84,71,128
71,84,128
84,72,82
72,84,82
84,73,96
73,84,96
84,74,71
74,84,71
84,75,10
75,84,10
84,76,82
76,84,82
84,77,112
77,84,112
84,78,68
78,84,68
84,79,81
79,84,81
84,80,130
80,84,130
84,81,121
81,84,121
84,82,18
82,84,18
84,83,34
83,84,34
84,84,0
85,0,85
0,85,85
85,1,95
1,85,95
85,2,34
2,85,34
85,3,83
3,85,83
85,4,82
4,85,82
85,5,36
5,85,36
85,6,77
6,85,77
85,7,23
7,85,23
85,8,14
8,85,14
85,9,113
9,85,113
85,10,53
10,85,53
85,11,34
11,85,34
85,12,51
12,85,51
85,13,56
13,85,56
85,14,78
14,85,78
85,15,71
15,85,71
85,16,30
16,85,30
85,17,67
17,85,67
85,18,67
18,85,67
85,19,61
19,85,61
85,20,10
20,85,10
85,21,92
21,85,92
85,22,98
22,85,98
85,23,32
23,85,32
85,24,37
24,85,37
85,25,35
25,85,35
85,26,21
26,85,21
85,27,81
27,85,81
85,28,43
28,85,43
85,29,96
29,85,96
85,30,53
30,85,53
85,31,78
31,85,78
85,32,65
32,85,65
85,33,85
33,85,85
85,34,47
34,85,47
85,35,50
35,85,50
85,36,56
36,85,56
85,37,8
37,85,8
85,38,60
38,85,60
85,39,73
39,85,73
85,40,61
40,85,61
85,41,62
41,85,62
85,42,59
42,85,59
85,43,71
43,85,71
85,44,108
44,85,108
85,45,54
45,85,54
85,46,41
46,85,41
85,47,32
47,85,32
85,48,68
48,85,68
85,49,48
49,85,48
85,50,76
50,85,76
85,51,72
51,85,72
85,52,39
52,85,39
85,53,84
53,85,84
85,54,40
54,85,40
85,55,69
55,85,69
85,56,61
56,85,61
85,57,27
57,85,27
85,58,48
58,85,48
85,59,54
59,85,54
85,60,83
60,85,83
85,61,62
61,85,62
85,62,91
62,85,91
85,63,73
63,85,73
85,64,49
64,85,49
85,65,44
65,85,44
85,66,87
66,85,87
85,67,68
67,85,68
85,68,49
68,85,49
85,69,62
69,85,62
85,70,82
70,85,82
85,71,79
71,85,79
85,72,58
72,85,58
85,73,58
73,85,58
85,74,45
74,85,45
85,75,10
75,85,10
85,76,59
76,85,59
85,77,60
77,85,60
85,78,44
78,85,44
85,79,47
79,85,47
85,80,75
80,85,75
85,81,56
81,85,56
85,82,15
82,85,15
85,83,27
83,85,27
85,84,83
84,85,83
85,85,0
86,0,108
0,86,108
86,1,103
1,86,103
86,2,42
2,86,42
86,3,104
3,86,104
86,4,108
4,86,108
86,5,42
5,86,42
86,6,93
6,86,93
86,7,23
7,86,23
86,8,18
8,86,18
86,9,123
9,86,123
86,10,67
10,86,67
86,11,41
11,86,41
86,12,69
12,86,69
86,13,73
13,86,73
86,14,102
14,86,102
86,15,108
15,86,108
86,16,35
16,86,35
86,17,101
17,86,101
86,18,81
18,86,81
86,19,63
19,86,63
86,20,15
20,86,15
86,21,123
21,86,123
86,22,106
22,86,106
86,23,32
23,86,32
86,24,49
24,86,49
86,25,45
25,86,45
86,26,24
26,86,24
86,27,116
27,86,116
86,28,58
28,86,58
86,29,98
29,86,98
86,30,68
30,86,68
86,31,100
31,86,100
86,32,75
32,86,75
86,33,110
33,86,110
86,34,57
34,86,57
86,35,57
35,86,57
86,36,69
36,86,69
86,37,9
37,86,9
86,38,84
38,86,84
86,39,97
39,86,97
86,40,65
40,86,65
86,41,73
41,86,73
86,42,61
42,86,61
86,43,100
43,86,100
86,44,124
44,86,124
86,45,58
45,86,58
86,46,36
46,86,36
86,47,36
47,86,36
86,48,81
48,86,81
86,49,62
49,86,62
86,50,87
50,86,87
86,51,89
51,86,89
86,52,40
52,86,40
86,53,104
53,86,104
86,54,51
54,86,51
86,55,78
55,86,78
86,56,69
56,86,69
86,57,28
57,86,28
86,58,59
58,86,59
86,59,74
59,86,74
86,60,99
60,86,99
86,61,71
61,86,71
86,62,102
62,86,102
86,63,95
63,86,95
86,64,50
64,86,50
86,65,46
65,86,46
86,66,108
66,86,108
86,67,83
67,86,83
86,68,55
68,86,55
86,69,66
69,86,66
86,70,96
70,86,96
86,71,89
71,86,89
86,72,69
72,86,69
86,73,77
73,86,77
86,74,61
74,86,61
86,75,12
75,86,12
86,76,63
76,86,63
86,77,74
77,86,74
86,78,52
78,86,52
86,79,52
79,86,52
86,80,94
80,86,94
86,81,79
81,86,79
86,82,17
82,86,17
86,83,27
83,86,27
86,84,103
84,86,103
86,85,66
85,86,66
86,86,0
87,0,145
0,87,145
87,1,163
1,87,163
87,2,49
2,87,49
87,3,132
3,87,132
87,4,144
4,87,144
87,5,53
5,87,53
87,6,134
6,87,134
87,7,21
7,87,21
87,8,21
8,87,21
87,9,162
9,87,162
87,10,101
10,87,101
87,11,51
11,87,51
87,12,79
12,87,79
87,13,86
13,87,86
87,14,149
14,87,149
87,15,140
15,87,140
87,16,43
16,87,43
87,17,132
17,87,132
87,18,106
18,87,106
87,19,85
19,87,85
87,20,15
20,87,15
87,21,169
21,87,169
87,22,146
22,87,146
87,23,44
23,87,44
87,24,59
24,87,59
87,25,58
25,87,58
87,26,34
26,87,34
87,27,159
27,87,159
87,28,81
28,87,81
87,29,126
29,87,126
87,30,73
30,87,73
87,31,127
31,87,127
87,32,92
32,87,92
87,33,168
33,87,168
87,34,68
34,87,68
87,35,66
35,87,66
87,36,87
36,87,87
87,37,9
37,87,9
87,38,103
38,87,103
87,39,141
39,87,141
87,40,91
40,87,91
87,41,94
41,87,94
87,42,85
42,87,85
87,43,128
43,87,128
87,44,174
44,87,174
87,45,74
45,87,74
87,46,45
46,87,45
87,47,41
47,87,41
87,48,106
48,87,106
87,49,77
49,87,77
87,50,120
50,87,120
87,51,115
51,87,115
87,52,54
52,87,54
87,53,153
53,87,153
87,54,54
54,87,54
87,55,97
55,87,97
87,56,97
56,87,97
87,57,37
57,87,37
87,58,81
58,87,81
87,59,86
59,87,86
87,60,144
60,87,144
87,61,93
61,87,93
87,62,139
62,87,139
87,63,124
63,87,124
87,64,76
64,87,76
87,65,64
65,87,64
87,66,159
66,87,159
87,67,129
67,87,129
87,68,72
68,87,72
87,69,89
69,87,89
87,70,127
70,87,127
87,71,131
71,87,131
87,72,80
72,87,80
87,73,99
73,87,99
87,74,81
74,87,81
87,75,12
75,87,12
87,76,84
76,87,84
87,77,111
77,87,111
87,78,72
78,87,72
87,79,73
79,87,73
87,80,121
80,87,121
87,81,104
81,87,104
87,82,19
82,87,19
87,83,32
83,87,32
87,84,134
84,87,134
87,85,80
85,87,80
87,86,100
86,87,100
87,87,0
88,0,9
0,88,9
88,1,11
1,88,11
88,2,8
2,88,8
88,3,10
3,88,10
88,4,13
4,88,13
88,5,7
5,88,7
88,6,11
6,88,11
88,7,7
7,88,7
88,8,7
8,88,7
88,9,10
9,88,10
88,10,10
10,88,10
88,11,11
11,88,11
88,12,9
12,88,9
88,13,11
13,88,11
88,14,14
14,88,14
88,15,10
15,88,10
88,16,7
16,88,7
88,17,11
17,88,11
88,18,11
18,88,11
88,19,7
19,88,7
88,20,6
20,88,6
88,21,12
21,88,12
88,22,13
22,88,13
88,23,11
23,88,11
88,24,11
24,88,11
88,25,9
25,88,9
88,26,7
26,88,7
88,27,11
27,88,11
88,28,10
28,88,10
88,29,9
29,88,9
88,30,11
30,88,11
88,31,12
31,88,12
88,32,10
32,88,10
88,33,14
33,88,14
88,34,9
34,88,9
88,35,9
35,88,9
88,36,8
36,88,8
88,37,5
37,88,5
88,38,9
38,88,9
88,39,12
39,88,12
88,40,8
40,88,8
88,41,12
41,88,12
88,42,9
42,88,9
88,43,10
43,88,10
88,44,12
44,88,12
88,45,8
45,88,8
88,46,7
46,88,7
88,47,7
47,88,7
88,48,10
48,88,10
88,49,8
49,88,8
88,50,13
50,88,13
88,51,11
51,88,11
88,52,8
52,88,8
88,53,13
53,88,13
88,54,10
54,88,10
88,55,11
55,88,11
88,56,9
56,88,9
88,57,9
57,88,9
88,58,12
58,88,12
88,59,12
59,88,12
88,60,10
60,88,10
88,61,10
61,88,10
88,62,10
62,88,10
88,63,13
63,88,13
88,64,7
64,88,7
88,65,7
65,88,7
88,66,12
66,88,12
88,67,14
67,88,14
88,68,8
68,88,8
88,69,8
69,88,8
88,70,10
70,88,10
88,71,11
71,88,11
88,72,9
72,88,9
88,73,10
73,88,10
88,74,11
74,88,11
88,75,5
75,88,5
88,76,9
76,88,9
88,77,8
77,88,8
88,78,11
78,88,11
88,79,7
79,88,7
88,80,12
80,88,12
88,81,8
81,88,8
88,82,9
82,88,9
88,83,7
83,88,7
88,84,10
84,88,10
88,85,9
85,88,9
88,86,12
86,88,12
88,87,11
87,88,11
88,88,0
89,0,112
0,89,112
89,1,133
1,89,133
89,2,41
2,89,41
89,3,109
3,89,109
89,4,100
4,89,100
89,5,48
5,89,48
89,6,94
6,89,94
89,7,23
7,89,23
89,8,17
8,89,17
89,9,129
9,89,129
89,10,80
10,89,80
89,11,40
11,89,40
89,12,62
12,89,62
89,13,76
13,89,76
89,14,103
14,89,103
89,15,96
15,89,96
89,16,41
16,89,41
89,17,103
17,89,103
89,18,91
18,89,91
89,19,72
19,89,72
89,20,14
20,89,14
89,21,121
21,89,121
89,22,114
22,89,114
89,23,34
23,89,34
89,24,49
24,89,49
89,25,43
25,89,43
89,26,26
26,89,26
89,27,113
27,89,113
89,28,56
28,89,56
89,29,98
29,89,98
89,30,58
30,89,58
89,31,111
31,89,111
89,32,82
32,89,82
89,33,110
33,89,110
89,34,59
34,89,59
89,35,60
35,89,60
89,36,63
36,89,63
89,37,10
37,89,10
89,38,78
38,89,78
89,39,112
39,89,112
89,40,87
40,89,87
89,41,74
41,89,74
89,42,67
42,89,67
89,43,101
43,89,101
89,44,132
44,89,132
89,45,70
45,89,70
89,46,41
46,89,41
89,47,38
47,89,38
89,48,74
48,89,74
89,49,64
49,89,64
89,50,117
50,89,117
89,51,87
51,89,87
89,52,45
52,89,45
89,53,102
53,89,102
89,54,47
54,89,47
89,55,81
55,89,81
89,56,75
56,89,75
89,57,29
57,89,29
89,58,71
58,89,71
89,59,73
59,89,73
89,60,105
60,89,105
89,61,69
61,89,69
89,62,106
62,89,106
89,63,95
63,89,95
89,64,64
64,89,64
89,65,50
65,89,50
89,66,114
66,89,114
89,67,91
67,89,91
89,68,53
68,89,53
89,69,68
69,89,68
89,70,101
70,89,101
89,71,95
71,89,95
89,72,60
72,89,60
89,73,74
73,89,74
89,74,57
74,89,57
89,75,10
75,89,10
89,76,62
76,89,62
89,77,82
77,89,82
89,78,50
78,89,50
89,79,62
79,89,62
89,80,89
80,89,89
89,81,89
81,89,89
89,82,11
82,89,11
89,83,32
83,89,32
89,84,119
84,89,119
89,85,71
85,89,71
89,86,74
86,89,74
89,87,105
87,89,105
89,88,8
88,89,8
89,89,0
90,0,31
0,90,31
90,1,30
1,90,30
90,2,18
2,90,18
90,3,30
3,90,30
90,4,29
4,90,29
90,5,19
5,90,19
90,6,30
6,90,30
90,7,14
7,90,14
90,8,9
8,90,9
90,9,33
9,90,33
90,10,25
10,90,25
90,11,16
11,90,16
90,12,23
12,90,23
90,13,25
13,90,25
90,14,30
14,90,30
90,15,31
15,90,31
90,16,9
16,90,9
90,17,35
17,90,35
90,18,27
18,90,27
90,19,20
19,90,20
90,20,8
20,90,8
90,21,30
21,90,30
90,22,30
22,90,30
90,23,16
23,90,16
90,24,20
24,90,20
90,25,17
25,90,17
90,26,15
26,90,15
90,27,32
27,90,32
90,28,24
28,90,24
90,29,26
29,90,26
90,30,24
30,90,24
90,31,34
31,90,34
90,32,24
32,90,24
90,33,31
33,90,31
90,34,24
34,90,24
90,35,21
35,90,21
90,36,24
36,90,24
90,37,5
37,90,5
90,38,36
38,90,36
90,39,35
39,90,35
90,40,27
40,90,27
90,41,29
41,90,29
90,42,27
42,90,27
90,43,34
43,90,34
90,44,32
44,90,32
90,45,24
45,90,24
90,46,16
46,90,16
90,47,11
47,90,11
90,48,19
48,90,19
90,49,20
49,90,20
90,50,30
50,90,30
90,51,30
51,90,30
90,52,21
52,90,21
90,53,28
53,90,28
90,54,17
54,90,17
90,55,19
55,90,19
90,56,26
56,90,26
90,57,11
57,90,11
90,58,25
58,90,25
90,59,21
59,90,21
90,60,50
60,90,50
90,61,25
61,90,25
90,62,32
62,90,32
90,63,30
63,90,30
90,64,23
64,90,23
90,65,23
65,90,23
90,66,28
66,90,28
90,67,25
67,90,25
90,68,26
68,90,26
90,69,21
69,90,21
90,70,29
70,90,29
90,71,30
71,90,30
90,72,21
72,90,21
90,73,26
73,90,26
90,74,23
74,90,23
90,75,7
75,90,7
90,76,23
76,90,23
90,77,26
77,90,26
90,78,20
78,90,20
90,79,19
79,90,19
90,80,30
80,90,30
90,81,34
81,90,34
90,82,8
82,90,8
90,83,14
83,90,14
90,84,33
84,90,33
90,85,18
85,90,18
90,86,27
86,90,27
90,87,32
87,90,32
90,88,4
88,90,4
90,89,25
89,90,25
90,90,0
91,0,122
0,91,122
91,1,133
1,91,133
91,2,36
2,91,36
91,3,98
3,91,98
91,4,110
4,91,110
91,5,49
5,91,49
91,6,107
6,91,107
91,7,21
7,91,21
91,8,16
8,91,16
91,9,128
9,91,128
91,10,80
10,91,80
91,11,45
11,91,45
91,12,64
12,91,64
91,13,66
13,91,66
91,14,125
14,91,125
91,15,114
15,91,114
91,16,37
16,91,37
91,17,99
17,91,99
91,18,82
18,91,82
91,19,66
19,91,66
91,20,14
20,91,14
91,21,147
21,91,147
91,22,115
22,91,115
91,23,41
23,91,41
91,24,46
24,91,46
91,25,39
25,91,39
91,26,27
26,91,27
91,27,110
27,91,110
91,28,63
28,91,63
91,29,104
29,91,104
91,30,57
30,91,57
91,31,109
31,91,109
91,32,70
32,91,70
91,33,118
33,91,118
91,34,54
34,91,54
91,35,53
35,91,53
91,36,69
36,91,69
91,37,7
37,91,7
91,38,77
38,91,77
91,39,113
39,91,113
91,40,73
40,91,73
91,41,77
41,91,77
91,42,72
42,91,72
91,43,97
43,91,97
91,44,159
44,91,159
91,45,66
45,91,66
91,46,38
46,91,38
91,47,36
47,91,36
91,48,80
48,91,80
91,49,61
49,91,61
91,50,95
50,91,95
91,51,87
51,91,87
91,52,48
52,91,48
91,53,117
53,91,117
91,54,42
54,91,42
91,55,79
55,91,79
91,56,76
56,91,76
91,57,23
57,91,23
91,58,62
58,91,62
91,59,68
59,91,68
91,60,107
60,91,107
91,61,72
61,91,72
91,62,105
62,91,105
91,63,95
63,91,95
91,64,56
64,91,56
91,65,50
65,91,50
91,66,114
66,91,114
91,67,97
67,91,97
91,68,61
68,91,61
91,69,62
69,91,62
91,70,99
70,91,99
91,71,93
71,91,93
91,72,55
72,91,55
91,73,66
73,91,66
91,74,50
74,91,50
91,75,13
75,91,13
91,76,68
76,91,68
91,77,85
77,91,85
91,78,50
78,91,50
91,79,58
79,91,58
91,80,89
80,91,89
91,81,85
81,91,85
91,82,16
82,91,16
91,83,25
83,91,25
91,84,111
84,91,111
91,85,65
85,91,65
91,86,79
86,91,79
91,87,108
87,91,108
91,88,10
88,91,10
91,89,86
89,91,86
91,90,25
90,91,25
91,91,0
92,0,53
0,92,53
92,1,54
1,92,54
92,2,29
2,92,29
92,3,53
3,92,53
92,4,45
4,92,45
92,5,24
5,92,24
92,6,46
6,92,46
92,7,17
7,92,17
92,8,11
8,92,11
92,9,72
9,92,72
92,10,32
10,92,32
92,11,20
11,92,20
92,12,34
12,92,34
92,13,29
13,92,29
92,14,50
14,92,50
92,15,47
15,92,47
92,16,24
16,92,24
92,17,42
17,92,42
92,18,38
18,92,38
92,19,43
19,92,43
92,20,7
20,92,7
92,21,55
21,92,55
92,22,58
22,92,58
92,23,21
23,92,21
92,24,26
24,92,26
92,25,25
25,92,25
92,26,16
26,92,16
92,27,53
27,92,53
92,28,30
28,92,30
92,29,63
29,92,63
92,30,33
30,92,33
92,31,50
31,92,50
92,32,40
32,92,40
92,33,50
33,92,50
92,34,33
34,92,33
92,35,36
35,92,36
92,36,33
36,92,33
92,37,7
37,92,7
92,38,38
38,92,38
92,39,48
39,92,48
92,40,37
40,92,37
92,41,38
41,92,38
92,42,35
42,92,35
92,43,45
43,92,45
92,44,61
44,92,61
92,45,38
45,92,38
92,46,26
46,92,26
92,47,22
47,92,22
92,48,40
48,92,40
92,49,33
49,92,33
92,50,43
50,92,43
92,51,38
51,92,38
92,52,27
52,92,27
92,53,46
53,92,46
92,54,27
54,92,27
92,55,44
55,92,44
92,56,41
56,92,41
92,57,26
57,92,26
92,58,31
58,92,31
92,59,34
59,92,34
92,60,51
60,92,51
92,61,42
61,92,42
92,62,58
62,92,58
92,63,43
63,92,43
92,64,26
64,92,26
92,65,27
65,92,27
92,66,52
66,92,52
92,67,37
67,92,37
92,68,30
68,92,30
92,69,37
69,92,37
92,70,45
70,92,45
92,71,46
71,92,46
92,72,53
72,92,53
92,73,29
73,92,29
92,74,31
74,92,31
92,75,8
75,92,8
92,76,33
76,92,33
92,77,38
77,92,38
92,78,31
78,92,31
92,79,35
79,92,35
92,80,42
80,92,42
92,81,35
81,92,35
92,82,13
82,92,13
92,83,21
83,92,21
92,84,47
84,92,47
92,85,48
85,92,48
92,86,36
86,92,36
92,87,41
87,92,41
92,88,7
88,92,7
92,89,41
89,92,41
92,90,17
90,92,17
92,91,37
91,92,37
92,92,0
93,0,166
0,93,166
93,1,188
1,93,188
93,2,51
2,93,51
93,3,158
3,93,158
93,4,159
4,93,159
93,5,60
5,93,60
93,6,142
6,93,142
93,7,27
7,93,27
93,8,21
8,93,21
93,9,189
9,93,189
93,10,105
10,93,105
93,11,53
11,93,53
93,12,85
12,93,85
93,13,90
13,93,90
93,14,165
14,93,165
93,15,153
15,93,153
93,16,47
16,93,47
93,17,138
17,93,138
93,18,113
18,93,113
93,19,81
19,93,81
93,20,19
20,93,19
93,21,196
21,93,196
93,22,171
22,93,171
93,23,45
23,93,45
93,24,60
24,93,60
93,25,54
25,93,54
93,26,37
26,93,37
93,27,166
27,93,166
93,28,80
28,93,80
93,29,140
29,93,140
93,30,79
30,93,79
93,31,157
31,93,157
93,32,111
32,93,111
93,33,174
33,93,174
93,34,74
34,93,74
93,35,76
35,93,76
93,36,86
36,93,86
93,37,7
37,93,7
93,38,115
38,93,115
93,39,159
39,93,159
93,40,111
40,93,111
93,41,104
41,93,104
93,42,99
42,93,99
93,43,143
43,93,143
93,44,204
44,93,204
93,45,80
45,93,80
93,46,52
46,93,52
93,47,49
47,93,49
93,48,113
48,93,113
93,49,89
49,93,89
93,50,146
50,93,146
93,51,206
51,93,206
93,52,61
52,93,61
93,53,160
53,93,160
93,54,70
54,93,70
93,55,102
55,93,102
93,56,103
56,93,103
93,57,35
57,93,35
93,58,88
58,93,88
93,59,90
59,93,90
93,60,154
60,93,154
93,61,96
61,93,96
93,62,160
62,93,160
93,63,137
63,93,137
93,64,81
64,93,81
93,65,62
65,93,62
93,66,182
66,93,182
93,67,138
67,93,138
93,68,74
68,93,74
93,69,99
69,93,99
93,70,137
70,93,137
93,71,153
71,93,153
93,72,79
72,93,79
93,73,94
73,93,94
93,74,75
74,93,75
93,75,14
75,93,14
93,76,93
76,93,93
93,77,124
77,93,124
93,78,72
78,93,72
93,79,79
79,93,79
93,80,140
80,93,140
93,81,119
81,93,119
93,82,16
82,93,16
93,83,39
83,93,39
93,84,175
84,93,175
93,85,88
85,93,88
93,86,114
86,93,114
93,87,157
87,93,157
93,88,10
88,93,10
93,89,119
89,93,119
93,90,33
90,93,33
93,91,126
91,93,126
93,92,49
92,93,49
93,93,0
94,0,98
0,94,98
94,1,102
1,94,102
94,2,36
2,94,36
94,3,79
3,94,79
94,4,97
4,94,97
94,5,39
5,94,39
94,6,89
6,94,89
94,7,16
7,94,16
94,8,14
8,94,14
94,9,102
9,94,102
94,10,68
10,94,68
94,11,33
11,94,33
94,12,57
12,94,57
94,13,50
13,94,50
94,14,88
14,94,88
94,15,84
15,94,84
94,16,34
16,94,34
94,17,92
17,94,92
94,18,73
18,94,73
94,19,51
19,94,51
94,20,17
20,94,17
94,21,98
21,94,98
94,22,96
22,94,96
94,23,29
23,94,29
94,24,37
24,94,37
94,25,38
25,94,38
94,26,26
26,94,26
94,27,90
27,94,90
94,28,41
28,94,41
94,29,75
29,94,75
94,30,53
30,94,53
94,31,85
31,94,85
94,32,63
32,94,63
94,33,96
33,94,96
94,34,45
34,94,45
94,35,48
35,94,48
94,36,59
36,94,59
94,37,6
37,94,6
94,38,69
38,94,69
94,39,86
39,94,86
94,40,67
40,94,67
94,41,60
41,94,60
94,42,58
42,94,58
94,43,73
43,94,73
94,44,105
44,94,105
94,45,50
45,94,50
94,46,34
46,94,34
94,47,30
47,94,30
94,48,66
48,94,66
94,49,51
49,94,51
94,50,76
50,94,76
94,51,72
51,94,72
94,52,36
52,94,36
94,53,90
53,94,90
94,54,36
54,94,36
94,55,61
55,94,61
94,56,65
56,94,65
94,57,28
57,94,28
94,58,50
58,94,50
94,59,57
59,94,57
94,60,84
60,94,84
94,61,52
61,94,52
94,62,77
62,94,77
94,63,78
63,94,78
94,64,47
64,94,47
94,65,42
65,94,42
94,66,95
66,94,95
94,67,74
67,94,74
94,68,54
68,94,54
94,69,62
69,94,62
94,70,84
70,94,84
94,71,75
71,94,75
94,72,48
72,94,48
94,73,63
73,94,63
94,74,45
74,94,45
94,75,11
75,94,11
94,76,58
76,94,58
94,77,75
77,94,75
94,78,45
78,94,45
94,79,47
79,94,47
94,80,81
80,94,81
94,81,71
81,94,71
94,82,14
82,94,14
94,83,26
83,94,26
94,84,90
84,94,90
94,85,52
85,94,52
94,86,62
86,94,62
94,87,91
87,94,91
94,88,9
88,94,9
94,89,58
89,94,58
94,90,28
90,94,28
94,91,61
91,94,61
94,92,33
92,94,33
94,93,101
93,94,101
94,94,0
95,0,21
0,95,21
95,1,26
1,95,26
95,2,14
2,95,14
95,3,20
3,95,20
95,4,28
4,95,28
95,5,14
5,95,14
95,6,23
6,95,23
95,7,15
7,95,15
95,8,12
8,95,12
95,9,27
9,95,27
95,10,21
10,95,21
95,11,21
11,95,21
95,12,19
12,95,19
95,13,24
13,95,24
95,14,28
14,95,28
95,15,22
15,95,22
95,16,11
16,95,11
95,17,28
17,95,28
95,18,26
18,95,26
95,19,17
19,95,17
95,20,7
20,95,7
95,21,28
21,95,28
95,22,26
22,95,26
95,23,15
23,95,15
95,24,18
24,95,18
95,25,15
25,95,15
95,26,10
26,95,10
95,27,25
27,95,25
95,28,24
28,95,24
95,29,22
29,95,22
95,30,24
30,95,24
95,31,29
31,95,29
95,32,23
32,95,23
95,33,27
33,95,27
95,34,19
34,95,19
95,35,20
35,95,20
95,36,18
36,95,18
95,37,5
37,95,5
95,38,22
38,95,22
95,39,27
39,95,27
95,40,19
40,95,19
95,41,24
41,95,24
95,42,17
42,95,17
95,43,29
43,95,29
95,44,25
44,95,25
95,45,22
45,95,22
95,46,12
46,95,12
95,47,11
47,95,11
95,48,23
48,95,23
95,49,16
49,95,16
95,50,29
50,95,29
95,51,23
51,95,23
95,52,17
52,95,17
95,53,28
53,95,28
95,54,22
54,95,22
95,55,21
55,95,21
95,56,20
56,95,20
95,57,15
57,95,15
95,58,19
58,95,19
95,59,22
59,95,22
95,60,23
60,95,23
95,61,22
61,95,22
95,62,23
62,95,23
95,63,30
63,95,30
95,64,18
64,95,18
95,65,11
65,95,11
95,66,28
66,95,28
95,67,26
67,95,26
95,68,18
68,95,18
95,69,17
69,95,17
95,70,20
70,95,20
95,71,26
71,95,26
95,72,17
72,95,17
95,73,18
73,95,18
95,74,21
74,95,21
95,75,6
75,95,6
95,76,18
76,95,18
95,77,16
77,95,16
95,78,23
78,95,23
95,79,13
79,95,13
95,80,27
80,95,27
95,81,23
81,95,23
95,82,16
82,95,16
95,83,12
83,95,12
95,84,24
84,95,24
95,85,22
85,95,22
95,86,26
86,95,26
95,87,27
87,95,27
95,88,11
88,95,11
95,89,22
89,95,22
95,90,9
90,95,9
95,91,22
91,95,22
95,92,13
92,95,13
95,93,28
93,95,28
95,94,17
94,95,17
95,95,0
96,0,98
0,96,98
96,1,88
1,96,88
96,2,35
2,96,35
96,3,77
3,96,77
96,4,77
4,96,77
96,5,34
5,96,34
96,6,75
6,96,75
96,7,15
7,96,15
96,8,17
8,96,17
96,9,99
9,96,99
96,10,59
10,96,59
96,11,34
11,96,34
96,12,53
12,96,53
96,13,57
13,96,57
96,14,78
14,96,78
96,15,82
15,96,82
96,16,33
16,96,33
96,17,71
17,96,71
96,18,64
18,96,64
96,19,60
19,96,60
96,20,14
20,96,14
96,21,105
21,96,105
96,22,83
22,96,83
96,23,29
23,96,29
96,24,40
24,96,40
96,25,36
25,96,36
96,26,16
26,96,16
96,27,84
27,96,84
96,28,46
28,96,46
96,29,73
29,96,73
96,30,57
30,96,57
96,31,77
31,96,77
96,32,62
32,96,62
96,33,99
33,96,99
96,34,45
34,96,45
96,35,47
35,96,47
96,36,61
36,96,61
96,37,7
37,96,7
96,38,61
38,96,61
96,39,72
39,96,72
96,40,52
40,96,52
96,41,58
41,96,58
96,42,54
42,96,54
96,43,70
43,96,70
96,44,97
44,96,97
96,45,50
45,96,50
96,46,26
46,96,26
96,47,32
47,96,32
96,48,63
48,96,63
96,49,53
49,96,53
96,50,68
50,96,68
96,51,62
51,96,62
96,52,40
52,96,40
