i,j,score
48,11,47
11,48,47
48,12,66
12,48,66
48,13,71
13,48,71
48,14,96
14,48,96
48,15,102
15,48,102
48,16,35
16,48,35
48,17,90
17,48,90
48,18,84
18,48,84
48,19,65
19,48,65
48,20,16
20,48,16
48,21,122
21,48,122
48,22,116
22,48,116
48,23,33
23,48,33
48,24,43
24,48,43
48,25,44
25,48,44
48,26,24
26,48,24
48,27,112
27,48,112
48,28,59
28,48,59
48,29,94
29,48,94
48,30,55
30,48,55
48,31,97
31,48,97
48,32,75
32,48,75
48,33,124
33,48,124
48,34,51
34,48,51
48,35,60
35,48,60
48,36,71
36,48,71
48,37,10
37,48,10
48,38,77
38,48,77
48,39,92
39,48,92
48,40,69
40,48,69
48,41,69
41,48,69
48,42,61
42,48,61
48,43,98
43,48,98
48,44,125
44,48,125
48,45,60
45,48,60
48,46,35
46,48,35
48,47,36
47,48,36
48,48,0
49,0,89
0,49,89
49,1,90
1,49,90
49,2,35
2,49,35
49,3,80
3,49,80
49,4,81
4,49,81
49,5,39
5,49,39
49,6,74
6,49,74
49,7,18
7,49,18
49,8,12
8,49,12
49,9,98
9,49,98
49,10,61
10,49,61
49,11,28
11,49,28
49,12,51
12,49,51
49,13,60
13,49,60
49,14,77
14,49,77
49,15,81
15,49,81
49,16,34
16,49,34
49,17,72
17,49,72
49,18,64
18,49,64
49,19,52
19,49,52
49,20,11
20,49,11
49,21,92
21,49,92
49,22,83
22,49,83
49,23,30
23,49,30
49,24,34
24,49,34
49,25,39
25,49,39
49,26,23
26,49,23
49,27,92
27,49,92
49,28,48
28,49,48
49,29,79
29,49,79
49,30,44
30,49,44
49,31,72
31,49,72
49,32,63
32,49,63
49,33,91
33,49,91
49,34,43
34,49,43
49,35,52
35,49,52
49,36,55
36,49,55
49,37,8
37,49,8
49,38,66
38,49,66
49,39,74
39,49,74
49,40,56
40,49,56
49,41,53
41,49,53
49,42,53
42,49,53
49,43,75
43,49,75
49,44,100
44,49,100
49,45,51
45,49,51
49,46,34
46,49,34
49,47,32
47,49,32
49,48,68
48,49,68
49,49,0
50,0,117
0,50,117
50,1,132
1,50,132
50,2,42
2,50,42
50,3,109
3,50,109
50,4,125
4,50,125
50,5,45
5,50,45
50,6,110
6,50,110
50,7,24
7,50,24
50,8,27
8,50,27
50,9,145
9,50,145
50,10,81
10,50,81
50,11,56
11,50,56
50,12,62
12,50,62
50,13,90
13,50,90
50,14,138
14,50,138
50,15,106
15,50,106
50,16,36
16,50,36
50,17,107
17,50,107
50,18,111
18,50,111
50,19,67
19,50,67
50,20,14
20,50,14
50,21,132
21,50,132
50,22,119
22,50,119
50,23,46
23,50,46
50,24,62
24,50,62
50,25,53
25,50,53
50,26,26
26,50,26
50,27,124
27,50,124
50,28,74
28,50,74
50,29,103
29,50,103
50,30,66
30,50,66
50,31,139
31,50,139
50,32,88
32,50,88
50,33,123
33,50,123
50,34,66
34,50,66
50,35,60
35,50,60
50,36,71
36,50,71
50,37,7
37,50,7
50,38,95
38,50,95
50,39,129
39,50,129
50,40,89
40,50,89
50,41,87
41,50,87
50,42,84
42,50,84
50,43,120
43,50,120
50,44,152
44,50,152
50,45,74
45,50,74
50,46,45
46,50,45
50,47,38
47,50,38
50,48,85
48,50,85
50,49,63
49,50,63
50,50,0
51,0,117
0,51,117
51,1,121
1,51,121
51,2,47
2,51,47
51,3,112
3,51,112
51,4,110
4,51,110
51,5,45
5,51,45
51,6,96
6,51,96
51,7,21
7,51,21
51,8,19
8,51,19
51,9,137
9,51,137
51,10,82
10,51,82
51,11,45
11,51,45
51,12,76
12,51,76
51,13,67
13,51,67
51,14,111
14,51,111
51,15,110
15,51,110
51,16,41
16,51,41
51,17,101
17,51,101
51,18,87
18,51,87
51,19,70
19,51,70
51,20,13
20,51,13
51,21,131
21,51,131
51,22,113
22,51,113
51,23,33
23,51,33
51,24,49
24,51,49
51,25,49
25,51,49
51,26,28
26,51,28
51,27,116
27,51,116
51,28,67
28,51,67
51,29,107
29,51,107
51,30,70
30,51,70
51,31,112
31,51,112
51,32,76
32,51,76
51,33,115
33,51,115
51,34,58
34,51,58
51,35,60
35,51,60
51,36,67
36,51,67
51,37,7
37,51,7
51,38,83
38,51,83
51,39,115
39,51,115
51,40,84
40,51,84
51,41,80
41,51,80
51,42,76
42,51,76
51,43,113
43,51,113
51,44,137
44,51,137
51,45,61
45,51,61
51,46,47
46,51,47
51,47,43
47,51,43
51,48,85
48,51,85
51,49,62
49,51,62
51,50,109
50,51,109
51,51,0
52,0,63
0,52,63
52,1,58
1,52,58
52,2,26
2,52,26
52,3,58
3,52,58
52,4,56
4,52,56
52,5,29
5,52,29
52,6,54
6,52,54
52,7,16
7,52,16
52,8,13
8,52,13
52,9,64
9,52,64
52,10,43
10,52,43
52,11,25
11,52,25
52,12,40
12,52,40
52,13,38
13,52,38
52,14,65
14,52,65
52,15,54
15,52,54
52,16,23
16,52,23
52,17,54
17,52,54
52,18,50
18,52,50
52,19,37
19,52,37
52,20,12
20,52,12
52,21,64
21,52,64
52,22,58
22,52,58
52,23,22
23,52,22
52,24,22
24,52,22
52,25,26
25,52,26
52,26,18
26,52,18
52,27,56
27,52,56
52,28,38
28,52,38
52,29,54
29,52,54
52,30,40
30,52,40
52,31,49
31,52,49
52,32,50
32,52,50
52,33,61
33,52,61
52,34,36
34,52,36
52,35,36
35,52,36
52,36,41
36,52,41
52,37,6
37,52,6
52,38,48
38,52,48
52,39,53
39,52,53
52,40,44
40,52,44
52,41,45
41,52,45
52,42,42
42,52,42
52,43,49
43,52,49
52,44,67
44,52,67
52,45,32
45,52,32
52,46,28
46,52,28
52,47,24
47,52,24
52,48,45
48,52,45
52,49,32
49,52,32
52,50,52
50,52,52
52,51,47
51,52,47
52,52,0
53,0,178
0,53,178
53,1,172
1,53,172
53,2,59
2,53,59
53,3,156
3,53,156
53,4,153
4,53,153
53,5,53
5,53,53
53,6,150
6,53,150
53,7,22
7,53,22
53,8,22
8,53,22
53,9,191
9,53,191
53,10,106
10,53,106
53,11,50
11,53,50
53,12,86
12,53,86
53,13,85
13,53,85
53,14,154
14,53,154
53,15,149
15,53,149
53,16,50
16,53,50
53,17,130
17,53,130
53,18,109
18,53,109
53,19,88
19,53,88
53,20,19
20,53,19
53,21,212
21,53,212
53,22,171
22,53,171
53,23,45
23,53,45
53,24,54
24,53,54
53,25,57
25,53,57
53,26,33
26,53,33
53,27,167
27,53,167
53,28,84
28,53,84
53,29,141
29,53,141
53,30,81
30,53,81
53,31,144
31,53,144
53,32,113
32,53,113
53,33,182
33,53,182
53,34,69
34,53,69
53,35,75
35,53,75
53,36,91
36,53,91
53,37,9
37,53,9
53,38,103
38,53,103
53,39,143
39,53,143
53,40,94
40,53,94
53,41,101
41,53,101
53,42,81
42,53,81
53,43,126
43,53,126
53,44,199
44,53,199
53,45,78
45,53,78
53,46,45
46,53,45
53,47,55
47,53,55
53,48,114
48,53,114
53,49,85
49,53,85
53,50,122
50,53,122
53,51,123
51,53,123
53,52,62
52,53,62
53,53,0
54,0,48
0,54,48
54,1,57
1,54,57
54,2,27
2,54,27
54,3,59
3,54,59
54,4,61
4,54,61
54,5,30
5,54,30
54,6,51
6,54,51
54,7,21
7,54,21
54,8,15
8,54,15
54,9,64
9,54,64
54,10,37
10,54,37
54,11,30
11,54,30
54,12,32
12,54,32
54,13,46
13,54,46
54,14,63
14,54,63
54,15,46
15,54,46
54,16,19
16,54,19
54,17,58
17,54,58
54,18,54
18,54,54
54,19,41
19,54,41
54,20,11
20,54,11
54,21,60
21,54,60
54,22,64
22,54,64
54,23,34
23,54,34
54,24,36
24,54,36
54,25,29
25,54,29
54,26,17
26,54,17
54,27,66
27,54,66
54,28,39
28,54,39
54,29,54
29,54,54
54,30,46
30,54,46
54,31,61
31,54,61
54,32,45
32,54,45
54,33,59
33,54,59
54,34,36
34,54,36
54,35,33
35,54,33
54,36,36
36,54,36
54,37,7
37,54,7
54,38,44
38,54,44
54,39,64
39,54,64
54,40,45
40,54,45
54,41,60
41,54,60
54,42,40
42,54,40
54,43,64
43,54,64
54,44,64
44,54,64
54,45,41
45,54,41
54,46,23
46,54,23
54,47,25
47,54,25
54,48,43
48,54,43
54,49,28
49,54,28
54,50,60
50,54,60
54,51,57
51,54,57
54,52,30
52,54,30
54,53,59
53,54,59
54,54,0
55,0,121
0,55,121
55,1,117
1,55,117
55,2,42
2,55,42
55,3,104
3,55,104
55,4,103
4,55,103
55,5,40
5,55,40
55,6,97
6,55,97
55,7,20
7,55,20
55,8,17
8,55,17
55,9,138
9,55,138
55,10,78
10,55,78
55,11,35
11,55,35
55,12,70
12,55,70
55,13,71
13,55,71
55,14,103
14,55,103
55,15,101
15,55,101
55,16,44
16,55,44
55,17,91
17,55,91
55,18,83
18,55,83
55,19,69
19,55,69
55,20,16
20,55,16
55,21,132
21,55,132
55,22,121
22,55,121
55,23,40
23,55,40
55,24,45
24,55,45
55,25,44
25,55,44
55,26,20
26,55,20
55,27,112
27,55,112
55,28,57
28,55,57
55,29,91
29,55,91
55,30,71
30,55,71
55,31,98
31,55,98
55,32,84
32,55,84
55,33,117
33,55,117
55,34,52
34,55,52
55,35,58
35,55,58
55,36,75
36,55,75
55,37,8
37,55,8
55,38,70
38,55,70
55,39,90
39,55,90
55,40,66
40,55,66
55,41,69
41,55,69
55,42,68
42,55,68
55,43,82
43,55,82
55,44,133
44,55,133
55,45,61
45,55,61
55,46,33
46,55,33
55,47,37
47,55,37
55,48,78
48,55,78
55,49,67
49,55,67
55,50,83
50,55,83
55,51,81
51,55,81
55,52,44
52,55,44
55,53,107
53,55,107
55,54,46
54,55,46
55,55,0
56,0,99
0,56,99
56,1,103
1,56,103
56,2,39
2,56,39
56,3,99
3,56,99
56,4,94
4,56,94
56,5,39
5,56,39
56,6,82
6,56,82
56,7,24
7,56,24
56,8,17
8,56,17
56,9,109
9,56,109
56,10,70
10,56,70
56,11,36
11,56,36
56,12,60
12,56,60
56,13,64
13,56,64
56,14,87
14,56,87
56,15,98
15,56,98
56,16,35
16,56,35
56,17,84
17,56,84
56,18,75
18,56,75
56,19,60
19,56,60
56,20,13
20,56,13
56,21,110
21,56,110
56,22,98
22,56,98
56,23,36
23,56,36
56,24,39
24,56,39
56,25,39
25,56,39
56,26,26
26,56,26
56,27,98
27,56,98
56,28,45
28,56,45
56,29,98
29,56,98
56,30,58
30,56,58
56,31,98
31,56,98
56,32,71
32,56,71
56,33,106
33,56,106
56,34,53
34,56,53
56,35,52
35,56,52
56,36,58
36,56,58
56,37,7
37,56,7
56,38,68
38,56,68
56,39,90
39,56,90
56,40,63
40,56,63
56,41,65
41,56,65
56,42,63
42,56,63
56,43,96
43,56,96
56,44,114
44,56,114
56,45,62
45,56,62
56,46,45
46,56,45
56,47,35
47,56,35
56,48,66
48,56,66
56,49,52
49,56,52
56,50,80
50,56,80
56,51,75
51,56,75
56,52,48
52,56,48
56,53,93
53,56,93
56,54,43
54,56,43
56,55,75
55,56,75
56,56,0
57,0,34
0,57,34
57,1,34
1,57,34
57,2,20
2,57,20
57,3,34
3,57,34
57,4,38
4,57,38
57,5,16
5,57,16
57,6,33
6,57,33
57,7,12
7,57,12
57,8,20
8,57,20
57,9,38
9,57,38
57,10,26
10,57,26
57,11,20
11,57,20
57,12,28
12,57,28
57,13,26
13,57,26
57,14,33
14,57,33
57,15,30
15,57,30
57,16,16
16,57,16
57,17,31
17,57,31
57,18,31
18,57,31
57,19,33
19,57,33
57,20,10
20,57,10
57,21,36
21,57,36
57,22,37
22,57,37
57,23,17
23,57,17
57,24,26
24,57,26
57,25,19
25,57,19
57,26,13
26,57,13
57,27,38
27,57,38
57,28,23
28,57,23
57,29,34
29,57,34
57,30,33
30,57,33
57,31,37
31,57,37
57,32,31
32,57,31
57,33,37
33,57,37
57,34,26
34,57,26
57,35,29
35,57,29
57,36,26
36,57,26
57,37,7
37,57,7
57,38,28
38,57,28
57,39,35
39,57,35
57,40,27
40,57,27
57,41,31
41,57,31
57,42,28
42,57,28
57,43,36
43,57,36
57,44,30
44,57,30
57,45,31
45,57,31
57,46,22
46,57,22
57,47,20
47,57,20
57,48,29
48,57,29
57,49,23
49,57,23
57,50,39
50,57,39
57,51,34
51,57,34
57,52,22
52,57,22
57,53,37
53,57,37
57,54,34
54,57,34
57,55,33
55,57,33
57,56,33
56,57,33
57,57,0
58,0,81
0,58,81
58,1,85
1,58,85
58,2,32
2,58,32
58,3,71
3,58,71
58,4,69
4,58,69
58,5,34
5,58,34
58,6,68
6,58,68
58,7,19
7,58,19
58,8,16
8,58,16
58,9,84
9,58,84
58,10,55
10,58,55
58,11,35
11,58,35
58,12,43
12,58,43
58,13,56
13,58,56
58,14,78
14,58,78
58,15,70
15,58,70
58,16,26
16,58,26
58,17,70
17,58,70
58,18,65
18,58,65
58,19,53
19,58,53
58,20,12
20,58,12
58,21,86
21,58,86
58,22,87
22,58,87
58,23,41
23,58,41
58,24,47
24,58,47
58,25,34
25,58,34
58,26,24
26,58,24
58,27,76
27,58,76
58,28,50
28,58,50
58,29,65
29,58,65
58,30,44
30,58,44
58,31,85
31,58,85
58,32,55
32,58,55
58,33,77
33,58,77
58,34,46
34,58,46
58,35,36
35,58,36
58,36,54
36,58,54
58,37,6
37,58,6
58,38,62
38,58,62
58,39,86
39,58,86
58,40,56
40,58,56
58,41,61
41,58,61
58,42,52
42,58,52
58,43,73
43,58,73
58,44,84
44,58,84
58,45,49
45,58,49
58,46,32
46,58,32
58,47,26
47,58,26
58,48,58
48,58,58
58,49,40
49,58,40
58,50,88
50,58,88
58,51,71
51,58,71
58,52,39
52,58,39
58,53,78
53,58,78
58,54,42
54,58,42
58,55,58
55,58,58
58,56,51
56,58,51
58,57,27
57,58,27
58,58,0
59,0,96
0,59,96
59,1,103
1,59,103
59,2,43
2,59,43
59,3,83
3,59,83
59,4,92
4,59,92
59,5,35
5,59,35
59,6,87
6,59,87
59,7,15
7,59,15
59,8,14
8,59,14
59,9,112
9,59,112
59,10,64
10,59,64
59,11,36
11,59,36
59,12,68
12,59,68
59,13,60
13,59,60
59,14,91
14,59,91
59,15,88
15,59,88
59,16,39
16,59,39
59,17,83
17,59,83
59,18,72
18,59,72
59,19,58
19,59,58
59,20,17
20,59,17
59,21,106
21,59,106
59,22,95
22,59,95
59,23,33
23,59,33
59,24,38
24,59,38
59,25,41
25,59,41
59,26,16
26,59,16
59,27,97
27,59,97
59,28,64
28,59,64
59,29,77
29,59,77
59,30,53
30,59,53
59,31,82
31,59,82
59,32,75
32,59,75
59,33,105
33,59,105
59,34,51
34,59,51
59,35,48
35,59,48
59,36,68
36,59,68
59,37,8
37,59,8
59,38,72
38,59,72
59,39,81
39,59,81
59,40,60
40,59,60
59,41,61
41,59,61
59,42,59
42,59,59
59,43,76
43,59,76
59,44,104
44,59,104
59,45,51
45,59,51
59,46,32
46,59,32
59,47,34
47,59,34
59,48,75
48,59,75
59,49,61
49,59,61
59,50,76
50,59,76
59,51,72
51,59,72
59,52,41
52,59,41
59,53,97
53,59,97
59,54,41
54,59,41
59,55,76
55,59,76
59,56,60
56,59,60
59,57,25
57,59,25
59,58,52
58,59,52
59,59,0
60,0,159
0,60,159
60,1,161
1,60,161
60,2,57
2,60,57
60,3,144
3,60,144
60,4,141
4,60,141
60,5,52
5,60,52
60,6,128
6,60,128
60,7,27
7,60,27
60,8,17
8,60,17
60,9,176
9,60,176
60,10,98
10,60,98
60,11,53
11,60,53
60,12,87
12,60,87
60,13,77
13,60,77
60,14,146
14,60,146
60,15,136
15,60,136
60,16,49
16,60,49
60,17,132
17,60,132
60,18,108
18,60,108
60,19,88
19,60,88
60,20,14
20,60,14
60,21,172
21,60,172
60,22,148
22,60,148
60,23,50
23,60,50
60,24,54
24,60,54
60,25,55
25,60,55
60,26,34
26,60,34
60,27,153
27,60,153
60,28,80
28,60,80
60,29,125
29,60,125
60,30,67
30,60,67
60,31,136
31,60,136
60,32,84
32,60,84
60,33,162
33,60,162
60,34,74
34,60,74
60,35,62
35,60,62
60,36,88
36,60,88
60,37,9
37,60,9
60,38,108
38,60,108
60,39,141
39,60,141
60,40,99
40,60,99
60,41,97
41,60,97
60,42,87
42,60,87
60,43,131
43,60,131
60,44,188
44,60,188
60,45,73
45,60,73
60,46,45
46,60,45
60,47,42
47,60,42
60,48,101
48,60,101
60,49,78
49,60,78
60,50,113
50,60,113
60,51,114
51,60,114
60,52,55
52,60,55
60,53,142
53,60,142
60,54,56
54,60,56
60,55,115
55,60,115
60,56,100
56,60,100
60,57,30
57,60,30
60,58,78
58,60,78
60,59,91
59,60,91
60,60,0
61,0,97
0,61,97
61,1,108
1,61,108
61,2,38
2,61,38
61,3,79
3,61,79
61,4,97
4,61,97
61,5,33
5,61,33
61,6,85
6,61,85
61,7,17
7,61,17
61,8,19
8,61,19
61,9,122
9,61,122
61,10,70
10,61,70
61,11,38
11,61,38
61,12,61
12,61,61
61,13,62
13,61,62
61,14,92
14,61,92
61,15,88
15,61,88
61,16,34
16,61,34
61,17,76
17,61,76
61,18,74
18,61,74
61,19,58
19,61,58
61,20,13
20,61,13
61,21,105
21,61,105
61,22,92
22,61,92
61,23,33
23,61,33
61,24,39
24,61,39
61,25,46
25,61,46
61,26,23
26,61,23
61,27,97
27,61,97
61,28,54
28,61,54
61,29,93
29,61,93
61,30,61
30,61,61
61,31,97
31,61,97
61,32,71
32,61,71
61,33,96
33,61,96
61,34,47
34,61,47
61,35,47
35,61,47
61,36,60
36,61,60
61,37,8
37,61,8
61,38,62
38,61,62
61,39,88
39,61,88
61,40,65
40,61,65
61,41,63
41,61,63
61,42,63
42,61,63
61,43,84
43,61,84
61,44,109
44,61,109
61,45,56
45,61,56
61,46,34
46,61,34
61,47,32
47,61,32
61,48,72
48,61,72
61,49,58
49,61,58
61,50,83
50,61,83
61,51,73
51,61,73
61,52,42
52,61,42
61,53,102
53,61,102
61,54,37
54,61,37
61,55,70
55,61,70
61,56,62
56,61,62
61,57,36
57,61,36
61,58,53
58,61,53
61,59,65
59,61,65
61,60,87
60,61,87
61,61,0
62,0,165
0,62,165
62,1,170
1,62,170
62,2,55
2,62,55
62,3,138
3,62,138
62,4,139
4,62,139
62,5,56
5,62,56
62,6,127
6,62,127
62,7,27
7,62,27
62,8,18
8,62,18
62,9,189
9,62,189
62,10,99
10,62,99
62,11,48
11,62,48
62,12,84
12,62,84
62,13,83
13,62,83
62,14,140
14,62,140
62,15,143
15,62,143
62,16,44
16,62,44
62,17,127
17,62,127
62,18,104
18,62,104
62,19,78
19,62,78
62,20,16
20,62,16
62,21,178
21,62,178
62,22,149
22,62,149
62,23,39
23,62,39
62,24,49
24,62,49
62,25,51
25,62,51
62,26,35
26,62,35
62,27,159
27,62,159
62,28,69
28,62,69
62,29,143
29,62,143
62,30,73
30,62,73
62,31,137
31,62,137
62,32,94
32,62,94
62,33,166
33,62,166
62,34,63
34,62,63
62,35,74
35,62,74
62,36,86
36,62,86
62,37,9
37,62,9
62,38,100
38,62,100
62,39,136
39,62,136
62,40,96
40,62,96
62,41,98
41,62,98
62,42,85
42,62,85
62,43,119
43,62,119
62,44,195
44,62,195
62,45,74
45,62,74
62,46,44
46,62,44
62,47,44
47,62,44
62,48,99
48,62,99
62,49,76
49,62,76
62,50,115
50,62,115
62,51,110
51,62,110
62,52,59
52,62,59
62,53,151
53,62,151
62,54,51
54,62,51
62,55,104
55,62,104
62,56,91
56,62,91
62,57,29
57,62,29
62,58,69
58,62,69
62,59,82
59,62,82
62,60,145
60,62,145
62,61,92
61,62,92
62,62,0
63,0,135
0,63,135
63,1,136
1,63,136
63,2,46
2,63,46
63,3,114
3,63,114
63,4,130
4,63,130
63,5,55
5,63,55
63,6,118
6,63,118
63,7,29
7,63,29
63,8,20
8,63,20
63,9,143
9,63,143
63,10,85
10,63,85
63,11,50
11,63,50
63,12,75
12,63,75
63,13,86
13,63,86
63,14,143
14,63,143
63,15,117
15,63,117
63,16,38
16,63,38
63,17,118
17,63,118
63,18,103
18,63,103
63,19,69
19,63,69
63,20,15
20,63,15
63,21,143
21,63,143
63,22,139
22,63,139
63,23,52
23,63,52
63,24,73
24,63,73
63,25,59
25,63,59
63,26,33
26,63,33
63,27,132
27,63,132
63,28,78
28,63,78
63,29,113
29,63,113
63,30,72
30,63,72
63,31,137
31,63,137
63,32,86
32,63,86
63,33,134
33,63,134
63,34,70
34,63,70
63,35,62
35,63,62
63,36,78
36,63,78
63,37,9
37,63,9
63,38,109
38,63,109
63,39,145
39,63,145
63,40,104
40,63,104
63,41,88
41,63,88
63,42,83
42,63,83
63,43,117
43,63,117
63,44,168
44,63,168
63,45,65
45,63,65
63,46,40
46,63,40
63,47,38
47,63,38
63,48,93
48,63,93
63,49,72
49,63,72
63,50,123
50,63,123
63,51,103
51,63,103
63,52,52
52,63,52
63,53,116
53,63,116
63,54,62
54,63,62
63,55,85
55,63,85
63,56,81
56,63,81
63,57,32
57,63,32
63,58,83
58,63,83
63,59,79
59,63,79
63,60,131
60,63,131
63,61,75
61,63,75
63,62,140
62,63,140
63,63,0
64,0,75
0,64,75
64,1,79
1,64,79
64,2,33
2,64,33
64,3,71
3,64,71
64,4,69
4,64,69
64,5,32
5,64,32
64,6,69
6,64,69
64,7,18
7,64,18
64,8,17
8,64,17
64,9,80
9,64,80
64,10,58
10,64,58
64,11,32
11,64,32
64,12,50
12,64,50
64,13,57
13,64,57
64,14,72
14,64,72
64,15,67
15,64,67
64,16,27
16,64,27
64,17,63
17,64,63
64,18,68
18,64,68
64,19,47
19,64,47
64,20,8
20,64,8
64,21,83
21,64,83
64,22,73
22,64,73
64,23,26
23,64,26
64,24,35
24,64,35
64,25,36
25,64,36
64,26,22
26,64,22
64,27,76
27,64,76
64,28,43
28,64,43
64,29,67
29,64,67
64,30,50
30,64,50
64,31,71
31,64,71
64,32,61
32,64,61
64,33,74
33,64,74
64,34,42
34,64,42
64,35,38
35,64,38
64,36,48
36,64,48
64,37,5
37,64,5
64,38,59
38,64,59
64,39,67
39,64,67
64,40,59
40,64,59
64,41,57
41,64,57
64,42,57
42,64,57
64,43,69
43,64,69
64,44,88
44,64,88
64,45,48
45,64,48
64,46,29
46,64,29
64,47,28
47,64,28
64,48,54
48,64,54
64,49,45
49,64,45
64,50,72
50,64,72
64,51,63
51,64,63
64,52,33
52,64,33
64,53,78
53,64,78
64,54,38
54,64,38
64,55,57
55,64,57
64,56,52
56,64,52
64,57,25
57,64,25
64,58,48
58,64,48
64,59,50
59,64,50
64,60,72
60,64,72
64,61,55
61,64,55
64,62,75
62,64,75
64,63,72
63,64,72
64,64,0
65,0,72
0,65,72
65,1,72
1,65,72
65,2,32
2,65,32
65,3,61
3,65,61
65,4,69
4,65,69
65,5,28
5,65,28
65,6,59
6,65,59
65,7,14
7,65,14
65,8,12
8,65,12
65,9,75
9,65,75
65,10,52
10,65,52
65,11,24
11,65,24
65,12,49
12,65,49
65,13,46
13,65,46
65,14,62
14,65,62
65,15,63
15,65,63
65,16,29
16,65,29
65,17,51
17,65,51
65,18,49
18,65,49
65,19,41
19,65,41
65,20,9
20,65,9
65,21,76
21,65,76
65,22,74
22,65,74
65,23,23
23,65,23
65,24,29
24,65,29
65,25,32
25,65,32
65,26,18
26,65,18
65,27,70
27,65,70
65,28,41
28,65,41
65,29,62
29,65,62
65,30,36
30,65,36
65,31,57
31,65,57
65,32,53
32,65,53
65,33,71
33,65,71
65,34,29
34,65,29
65,35,38
35,65,38
65,36,44
36,65,44
65,37,9
37,65,9
65,38,46
38,65,46
65,39,56
39,65,56
65,40,45
40,65,45
65,41,49
41,65,49
65,42,42
42,65,42
65,43,51
43,65,51
65,44,73
44,65,73
65,45,38
45,65,38
65,46,27
46,65,27
65,47,30
47,65,30
65,48,51
48,65,51
65,49,45
49,65,45
65,50,49
50,65,49
65,51,62
51,65,62
65,52,29
52,65,29
65,53,70
53,65,70
65,54,29
54,65,29
65,55,50
55,65,50
65,56,46
56,65,46
65,57,21
57,65,21
65,58,34
58,65,34
65,59,39
59,65,39
65,60,64
60,65,64
65,61,42
61,65,42
65,62,68
62,65,68
65,63,54
63,65,54
65,64,37
64,65,37
65,65,0
66,0,170
0,66,170
66,1,192
1,66,192
66,2,65
2,66,65
66,3,163
3,66,163
66,4,165
4,66,165
66,5,55
5,66,55
66,6,149
6,66,149
66,7,27
7,66,27
66,8,23
8,66,23
66,9,198
9,66,198
66,10,102
10,66,102
66,11,52
11,66,52
66,12,99
12,66,99
66,13,89
13,66,89
66,14,162
14,66,162
66,15,145
15,66,145
66,16,51
16,66,51
66,17,144
17,66,144
66,18,109
18,66,109
66,19,89
19,66,89
66,20,17
20,66,17
66,21,198
21,66,198
66,22,168
22,66,168
66,23,45
23,66,45
66,24,52
24,66,52
66,25,58
25,66,58
66,26,34
26,66,34
66,27,177
27,66,177
66,28,80
28,66,80
66,29,145
29,66,145
66,30,86
30,66,86
66,31,158
31,66,158
66,32,104
32,66,104
66,33,173
33,66,173
66,34,72
34,66,72
66,35,77
35,66,77
66,36,96
36,66,96
66,37,9
37,66,9
66,38,103
38,66,103
66,39,151
39,66,151
66,40,101
40,66,101
66,41,98
41,66,98
66,42,93
42,66,93
66,43,139
43,66,139
66,44,191
44,66,191
66,45,82
45,66,82
66,46,50
46,66,50
66,47,47
47,66,47
66,48,112
48,66,112
66,49,90
49,66,90
66,50,130
50,66,130
66,51,128
51,66,128
66,52,59
52,66,59
66,53,180
53,66,180
66,54,60
54,66,60
66,55,118
55,66,118
66,56,103
56,66,103
66,57,39
57,66,39
66,58,75
58,66,75
66,59,96
59,66,96
66,60,154
60,66,154
66,61,102
61,66,102
66,62,163
62,66,163
66,63,133
63,66,133
66,64,79
64,66,79
66,65,71
65,66,71
66,66,0
67,0,131
0,67,131
67,1,134
1,67,134
67,2,41
2,67,41
67,3,110
3,67,110
67,4,122
4,67,122
67,5,45
5,67,45
67,6,119
6,67,119
67,7,20
7,67,20
67,8,19
8,67,19
67,9,129
9,67,129
67,10,83
10,67,83
67,11,50
11,67,50
67,12,72
12,67,72
67,13,83
13,67,83
67,14,120
14,67,120
67,15,115
15,67,115
67,16,37
16,67,37
67,17,109
17,67,109
67,18,122
18,67,122
67,19,70
19,67,70
67,20,12
20,67,12
67,21,141
21,67,141
67,22,133
22,67,133
67,23,46
23,67,46
67,24,63
24,67,63
67,25,67
25,67,67
67,26,29
26,67,29
67,27,125
27,67,125
67,28,70
28,67,70
67,29,108
29,67,108
67,30,62
30,67,62
67,31,130
31,67,130
67,32,86
32,67,86
67,33,133
33,67,133
67,34,66
34,67,66
67,35,54
35,67,54
67,36,75
36,67,75
67,37,9
37,67,9
67,38,89
38,67,89
67,39,126
39,67,126
67,40,91
40,67,91
67,41,82
41,67,82
67,42,85
42,67,85
67,43,107
43,67,107
67,44,148
44,67,148
67,45,67
45,67,67
67,46,43
46,67,43
67,47,37
47,67,37
67,48,88
48,67,88
67,49,69
49,67,69
67,50,119
50,67,119
67,51,96
51,67,96
67,52,48
52,67,48
67,53,119
53,67,119
67,54,58
54,67,58
67,55,87
55,67,87
67,56,80
56,67,80
67,57,36
57,67,36
67,58,76
58,67,76
67,59,79
59,67,79
67,60,117
60,67,117
67,61,89
61,67,89
67,62,105
62,67,105
67,63,119
63,67,119
67,64,69
64,67,69
67,65,51
65,67,51
67,66,127
66,67,127
67,67,0
68,0,84
0,68,84
68,1,86
1,68,86
68,2,39
2,68,39
68,3,77
3,68,77
68,4,83
4,68,83
68,5,37
5,68,37
68,6,74
6,68,74
68,7,20
7,68,20
68,8,15
8,68,15
68,9,88
9,68,88
68,10,56
10,68,56
68,11,32
11,68,32
68,12,53
12,68,53
68,13,47
13,68,47
68,14,78
14,68,78
68,15,71
15,68,71
68,16,32
16,68,32
