i,j,score
68,49,47
68,50,61
68,51,61
68,52,40
68,53,82
68,54,36
68,55,64
68,56,55
68,57,24
68,58,40
68,59,52
68,60,77
68,61,58
68,62,77
68,63,62
68,64,45
68,65,42
68,66,91
68,67,63
69,0,104
69,1,116
69,2,50
69,3,92
69,4,98
69,5,40
69,6,83
69,7,21
69,8,13
69,9,112
69,10,68
69,11,36
69,12,63
69,13,57
69,14,89
69,15,94
69,16,40
69,17,84
69,18,65
69,19,70
69,20,15
69,21,113
69,22,98
69,23,30
69,24,35
69,25,39
69,26,24
69,27,103
69,28,53
69,29,86
69,30,53
69,31,78
69,32,72
69,33,103
69,34,51
69,35,55
69,36,71
69,37,7
69,38,68
69,39,78
69,40,62
69,41,60
69,42,61
69,43,77
69,44,105
69,45,50
69,46,31
69,47,32
69,48,70
69,49,58
69,50,74
69,51,77
69,52,43
69,53,99
69,54,36
69,55,74
69,56,64
69,57,29
69,58,55
69,59,68
69,60,96
69,61,67
69,62,91
69,63,77
69,64,47
69,65,48
69,66,97
69,67,72
69,68,57
70,0,160
70,1,158
70,2,53
70,3,137
70,4,134
70,5,47
70,6,122
70,7,21
70,8,15
70,9,162
70,10,89
70,11,47
70,12,77
70,13,80
70,14,131
70,15,128
70,16,43
70,17,117
70,18,103
70,19,79
70,20,16
70,21,165
70,22,145
70,23,36
70,24,46
70,25,51
70,26,33
70,27,145
70,28,73
70,29,122
70,30,67
70,31,115
70,32,89
70,33,158
70,34,63
70,35,65
70,36,79
70,37,9
70,38,91
70,39,113
70,40,88
70,41,90
70,42,81
70,43,110
70,44,176
70,45,66
70,46,47
70,47,47
70,48,102
70,49,74
70,50,109
70,51,94
70,52,56
70,53,142
70,54,45
70,55,104
70,56,98
70,57,30
70,58,65
70,59,86
70,60,134
70,61,78
70,62,135
70,63,106
70,64,70
70,65,60
70,66,140
70,67,104
70,68,76
70,69,85
71,0,147
71,1,148
71,2,47
71,3,123
71,4,138
71,5,49
71,6,130
71,7,22
71,8,18
71,9,165
71,10,87
71,11,44
71,12,82
71,13,78
71,14,151
71,15,134
71,16,40
71,17,125
71,18,95
71,19,78
71,20,17
71,21,186
71,22,138
71,23,39
71,24,55
71,25,49
71,26,31
71,27,147
71,28,76
71,29,122
71,30,78
71,31,127
71,32,100
71,33,158
71,34,73
71,35,70
71,36,85
71,37,9
71,38,88
71,39,128
71,40,86
71,41,92
71,42,80
71,43,111
71,44,170
71,45,65
71,46,42
71,47,44
71,48,85
71,49,72
71,50,107
71,51,112
71,52,57
71,53,136
71,54,55
71,55,104
71,56,78
71,57,34
71,58,62
71,59,82
71,60,135
71,61,81
71,62,132
71,63,123
71,64,71
71,65,59
71,66,141
71,67,106
71,68,75
71,69,90
71,70,112
72,0,82
72,1,93
72,2,36
72,3,82
72,4,82
72,5,32
72,6,73
72,7,16
72,8,14
72,9,103
72,10,52
72,11,33
72,12,53
72,13,52
72,14,76
72,15,70
72,16,24
72,17,68
72,18,68
72,19,49
72,20,11
72,21,94
72,22,85
72,23,30
72,24,30
72,25,34
72,26,20
72,27,84
72,28,44
72,29,103
72,30,44
72,31,81
72,32,57
72,33,90
72,34,44
72,35,46
72,36,52
72,37,9
72,38,60
72,39,79
72,40,58
72,41,57
72,42,45
72,43,72
72,44,102
72,45,44
72,46,26
72,47,29
72,48,64
72,49,49
72,50,62
72,51,64
72,52,32
72,53,88
72,54,34
72,55,61
72,56,55
72,57,27
72,58,46
72,59,53
72,60,80
72,61,64
72,62,98
72,63,68
72,64,47
72,65,41
72,66,87
72,67,65
72,68,45
72,69,52
72,70,74
72,71,73
73,0,110
73,1,106
73,2,45
73,3,95
73,4,97
73,5,36
73,6,90
73,7,19
73,8,16
73,9,114
73,10,71
73,11,36
73,12,67
73,13,62
73,14,101
73,15,94
73,16,35
73,17,89
73,18,72
73,19,61
73,20,16
73,21,119
73,22,104
73,23,31
73,24,40
73,25,43
73,26,26
73,27,103
73,28,55
73,29,92
73,30,58
73,31,87
73,32,68
73,33,115
73,34,52
73,35,47
73,36,72
73,37,8
73,38,75
73,39,87
73,40,70
73,41,68
73,42,63
73,43,81
73,44,103
73,45,45
73,46,33
73,47,36
73,48,79
73,49,56
73,50,74
73,51,73
73,52,48
73,53,100
73,54,40
73,55,72
73,56,65
73,57,26
73,58,51
73,59,64
73,60,100
73,61,66
73,62,99
73,63,86
73,64,52
73,65,50
73,66,105
73,67,79
73,68,51
73,69,64
73,70,96
73,71,94
73,72,51
74,0,75
74,1,85
74,2,34
74,3,72
74,4,72
74,5,36
74,6,68
74,7,20
74,8,15
74,9,78
74,10,56
74,11,35
74,12,48
74,13,49
74,14,79
74,15,69
74,16,27
74,17,62
74,18,62
74,19,45
74,20,10
74,21,92
74,22,84
74,23,26
74,24,39
74,25,35
74,26,24
74,27,79
74,28,48
74,29,69
74,30,45
74,31,72
74,32,56
74,33,83
74,34,43
74,35,43
74,36,51
74,37,8
74,38,62
74,39,81
74,40,57
74,41,56
74,42,52
74,43,66
74,44,82
74,45,42
74,46,28
74,47,27
74,48,56
74,49,37
74,50,65
74,51,64
74,52,34
74,53,76
74,54,43
74,55,55
74,56,52
74,57,26
74,58,44
74,59,46
74,60,69
74,61,49
74,62,70
74,63,77
74,64,42
74,65,43
74,66,80
74,67,63
74,68,44
74,69,46
74,70,65
74,71,77
74,72,49
74,73,64
75,0,12
75,1,15
75,2,8
75,3,12
75,4,13
75,5,11
75,6,13
75,7,5
75,8,5
75,9,15
75,10,11
75,11,10
75,12,9
75,13,9
75,14,16
75,15,13
75,16,5
75,17,11
75,18,10
75,19,10
75,20,4
75,21,12
75,22,15
75,23,14
75,24,12
75,25,10
75,26,9
75,27,13
75,28,8
75,29,13
75,30,13
75,31,14
75,32,11
75,33,13
75,34,12
75,35,9
75,36,9
75,37,4
75,38,12
75,39,16
75,40,13
75,41,10
75,42,11
75,43,12
75,44,16
75,45,12
75,46,8
75,47,8
75,48,12
75,49,10
75,50,15
75,51,12
75,52,8
75,53,15
75,54,14
75,55,12
75,56,10
75,57,11
75,58,10
75,59,8
75,60,13
75,61,13
75,62,11
75,63,16
75,64,10
75,65,8
75,66,12
75,67,15
75,68,8
75,69,9
75,70,10
75,71,12
75,72,9
75,73,12
75,74,11
76,0,106
76,1,99
76,2,47
76,3,84
76,4,84
76,5,39
76,6,86
76,7,18
76,8,14
76,9,108
76,10,61
76,11,31
76,12,58
76,13,57
76,14,90
76,15,83
76,16,34
76,17,82
76,18,61
76,19,51
76,20,16
76,21,115
76,22,100
76,23,28
76,24,39
76,25,35
76,26,22
76,27,93
76,28,52
76,29,87
76,30,49
76,31,73
76,32,62
76,33,106
76,34,49
76,35,48
76,36,85
76,37,7
76,38,67
76,39,73
76,40,62
76,41,59
76,42,62
76,43,73
76,44,103
76,45,54
76,46,37
76,47,33
76,48,66
76,49,55
76,50,69
76,51,68
76,52,42
76,53,85
76,54,34
76,55,73
76,56,57
76,57,26
76,58,55
76,59,64
76,60,85
76,61,55
76,62,93
76,63,80
76,64,50
76,65,47
76,66,97
76,67,71
76,68,57
76,69,68
76,70,85
76,71,90
76,72,49
76,73,71
76,74,47
76,75,10
77,0,123
77,1,120
77,2,46
77,3,108
77,4,105
77,5,48
77,6,101
77,7,22
77,8,12
77,9,134
77,10,96
77,11,42
77,12,67
77,13,65
77,14,112
77,15,107
77,16,36
77,17,94
77,18,89
77,19,62
77,20,13
77,21,143
77,22,113
77,23,33
77,24,45
77,25,45
77,26,36
77,27,117
77,28,68
77,29,100
77,30,61
77,31,98
77,32,69
77,33,112
77,34,50
77,35,52
77,36,76
77,37,7
77,38,90
77,39,108
77,40,78
77,41,76
77,42,80
77,43,94
77,44,131
77,45,57
77,46,38
77,47,41
77,48,81
77,49,63
77,50,95
77,51,90
77,52,49
77,53,109
77,54,42
77,55,83
77,56,80
77,57,27
77,58,61
77,59,73
77,60,115
77,61,65
77,62,114
77,63,103
77,64,60
77,65,48
77,66,111
77,67,92
77,68,57
77,69,74
77,70,107
77,71,97
77,72,58
77,73,81
77,74,60
77,75,11
77,76,69
78,0,63
78,1,74
78,2,34
78,3,63
78,4,72
78,5,27
78,6,68
78,7,19
78,8,19
78,9,74
78,10,54
78,11,38
78,12,46
78,13,46
78,14,70
78,15,54
78,16,28
78,17,66
78,18,61
78,19,40
78,20,9
78,21,72
78,22,71
78,23,43
78,24,47
78,25,35
78,26,20
78,27,75
78,28,42
78,29,62
78,30,51
78,31,72
78,32,51
78,33,71
78,34,40
78,35,33
78,36,42
78,37,6
78,38,52
78,39,70
78,40,50
78,41,57
78,42,47
78,43,71
78,44,82
78,45,47
78,46,24
78,47,28
78,48,52
78,49,43
78,50,72
78,51,62
78,52,28
78,53,72
78,54,52
78,55,53
78,56,49
78,57,32
78,58,45
78,59,46
78,60,63
78,61,55
78,62,58
78,63,66
78,64,46
78,65,36
78,66,73
78,67,66
78,68,41
78,69,41
78,70,56
78,71,59
78,72,42
78,73,47
78,74,40
78,75,15
78,76,37
78,77,45
79,0,80
79,1,83
79,2,31
79,3,80
79,4,66
79,5,32
79,6,67
79,7,15
79,8,15
79,9,89
79,10,53
79,11,28
79,12,51
79,13,50
79,14,71
79,15,70
79,16,31
79,17,59
79,18,63
79,19,53
79,20,13
79,21,77
79,22,82
79,23,22
79,24,30
79,25,40
79,26,20
79,27,78
79,28,44
79,29,79
79,30,41
79,31,79
79,32,54
79,33,89
79,34,37
79,35,41
79,36,48
79,37,8
79,38,55
79,39,70
79,40,50
79,41,51
79,42,52
79,43,64
79,44,90
79,45,51
79,46,30
79,47,29
79,48,58
79,49,53
79,50,61
79,51,64
79,52,33
79,53,73
79,54,35
79,55,60
79,56,51
79,57,24
79,58,40
79,59,51
79,60,74
79,61,59
79,62,72
79,63,61
79,64,45
79,65,41
79,66,89
79,67,66
79,68,41
79,69,46
79,70,75
79,71,68
79,72,54
79,73,51
79,74,43
79,75,9
79,76,48
79,77,51
79,78,37
80,0,127
80,1,135
80,2,45
80,3,116
80,4,130
80,5,43
80,6,123
80,7,23
80,8,23
80,9,146
80,10,86
80,11,49
80,12,74
80,13,72
80,14,139
80,15,110
80,16,42
80,17,116
80,18,94
80,19,70
80,20,15
80,21,143
80,22,141
80,23,42
80,24,65
80,25,47
80,26,32
80,27,136
80,28,67
80,29,113
80,30,75
80,31,131
80,32,88
80,33,134
80,34,60
80,35,66
80,36,82
80,37,7
80,38,90
80,39,135
80,40,86
80,41,87
80,42,86
80,43,130
80,44,150
80,45,67
80,46,41
80,47,37
80,48,85
80,49,64
80,50,116
80,51,107
80,52,49
80,53,127
80,54,54
80,55,83
80,56,85
80,57,36
80,58,71
80,59,74
80,60,123
80,61,84
80,62,119
80,63,116
80,64,68
80,65,57
80,66,145
80,67,106
80,68,71
80,69,83
80,70,110
80,71,117
80,72,66
80,73,85
80,74,73
80,75,14
80,76,75
80,77,93
80,78,71
80,79,71
81,0,127
81,1,114
81,2,43
81,3,102
81,4,114
81,5,42
81,6,105
81,7,24
81,8,17
81,9,127
81,10,73
81,11,38
81,12,67
81,13,64
81,14,111
81,15,100
81,16,39
81,17,109
81,18,77
81,19,59
81,20,16
81,21,127
81,22,115
81,23,35
81,24,46
81,25,43
81,26,25
81,27,131
81,28,61
81,29,102
81,30,63
81,31,115
81,32,74
81,33,116
81,34,57
81,35,57
81,36,76
81,37,9
81,38,85
81,39,118
81,40,71
81,41,71
81,42,70
81,43,95
81,44,135
81,45,61
81,46,35
81,47,32
81,48,72
81,49,61
81,50,92
81,51,81
81,52,53
81,53,104
81,54,48
81,55,78
81,56,77
81,57,26
81,58,58
81,59,70
81,60,110
81,61,68
81,62,110
81,63,94
81,64,55
81,65,46
81,66,129
81,67,86
81,68,74
81,69,73
81,70,101
81,71,100
81,72,58
81,73,76
81,74,59
81,75,11
81,76,75
81,77,84
81,78,56
81,79,59
81,80,108
82,0,12
82,1,18
82,2,10
82,3,12
82,4,22
82,5,11
82,6,18
82,7,11
82,8,15
82,9,20
82,10,11
82,11,18
82,12,12
82,13,14
82,14,26
82,15,12
82,16,7
82,17,24
82,18,14
82,19,13
82,20,6
82,21,17
82,22,19
82,23,16
82,24,20
82,25,12
82,26,9
82,27,20
82,28,13
82,29,13
82,30,20
82,31,20
82,32,14
82,33,21
82,34,15
82,35,15
82,36,10
82,37,5
82,38,15
82,39,20
82,40,11
82,41,20
82,42,9
82,43,24
82,44,21
82,45,17
82,46,13
82,47,8
82,48,15
82,49,10
82,50,29
82,51,16
82,52,12
82,53,20
82,54,23
82,55,16
82,56,14
82,57,17
82,58,18
82,59,15
82,60,15
82,61,15
82,62,13
82,63,22
82,64,13
82,65,10
82,66,20
82,67,18
82,68,11
82,69,10
82,70,14
82,71,17
82,72,14
82,73,11
82,74,14
82,75,7
82,76,9
82,77,10
82,78,21
82,79,10
82,80,22
82,81,14
83,0,43
83,1,48
83,2,26
83,3,34
83,4,38
83,5,19
83,6,38
83,7,14
83,8,9
83,9,46
83,10,35
83,11,20
83,12,30
83,13,27
83,14,31
83,15,37
83,16,20
83,17,32
83,18,29
83,19,27
83,20,7
83,21,43
83,22,44
83,23,18
83,24,23
83,25,23
83,26,17
83,27,41
83,28,25
83,29,36
83,30,29
83,31,29
83,32,29
83,33,41
83,34,22
83,35,28
83,36,27
83,37,9
83,38,31
83,39,40
83,40,30
83,41,32
83,42,26
83,43,40
83,44,45
83,45,25
83,46,20
83,47,21
83,48,28
83,49,26
83,50,25
83,51,34
83,52,18
83,53,41
83,54,21
83,55,30
83,56,27
83,57,14
83,58,21
83,59,26
83,60,43
83,61,31
83,62,36
83,63,34
83,64,25
83,65,27
83,66,38
83,67,31
83,68,28
83,69,33
83,70,36
83,71,35
83,72,26
83,73,30
83,74,25
83,75,9
83,76,29
83,77,34
83,78,26
83,79,26
83,80,38
83,81,33
83,82,10
84,0,153
84,1,174
84,2,52
84,3,145
84,4,152
84,5,53
84,6,135
84,7,31
84,8,19
84,9,174
84,10,93
84,11,50
84,12,86
84,13,101
84,14,144
84,15,133
84,16,45
84,17,138
84,18,121
84,19,80
84,20,17
84,21,160
84,22,160
84,23,41
84,24,57
84,25,53
84,26,32
84,27,159
84,28,80
84,29,133
84,30,73
84,31,189
84,32,95
84,33,157
84,34,71
84,35,73
84,36,91
84,37,8
84,38,108
84,39,157
84,40,97
84,41,94
84,42,90
84,43,146
84,44,170
84,45,71
84,46,46
84,47,46
84,48,108
84,49,80
84,50,146
84,51,122
84,52,59
84,53,139
84,54,67
84,55,102
84,56,98
84,57,39
84,58,87
84,59,95
84,60,143
84,61,88
84,62,146
84,63,132
84,64,72
84,65,61
84,66,165
84,67,129
84,68,73
84,69,90
84,70,134
84,71,128
84,72,82
84,73,96
84,74,71
84,75,10
84,76,82
84,77,112
84,78,68
84,79,81
84,80,130
84,81,121
84,82,18
84,83,34
85,0,85
85,1,95
85,2,34
85,3,83
85,4,82
85,5,36
85,6,77
85,7,23
85,8,14
85,9,113
85,10,53
85,11,34
85,12,51
85,13,56
85,14,78
85,15,71
85,16,30
85,17,67
85,18,67
85,19,61
85,20,10
85,21,92
85,22,98
85,23,32
85,24,37
85,25,35
85,26,21
85,27,81
85,28,43
85,29,96
85,30,53
85,31,78
85,32,65
85,33,85
85,34,47
85,35,50
85,36,56
85,37,8
85,38,60
85,39,73
85,40,61
85,41,62
85,42,59
85,43,71
85,44,108
85,45,54
85,46,41
85,47,32
85,48,68
85,49,48
85,50,76
85,51,72
85,52,39
85,53,84
85,54,40
85,55,69
85,56,61
85,57,27
85,58,48
85,59,54
85,60,83
85,61,62
85,62,91
85,63,73
85,64,49
85,65,44
85,66,87
85,67,68
85,68,49
85,69,62
85,70,82
85,71,79
85,72,58
85,73,58
85,74,45
85,75,10
85,76,59
85,77,60
85,78,44
85,79,47
85,80,75
85,81,56
85,82,15
85,83,27
85,84,83
86,0,108
86,1,103
86,2,42
86,3,104
86,4,108
86,5,42
86,6,93
86,7,23
86,8,18
86,9,123
86,10,67
86,11,41
86,12,69
86,13,73
86,14,102
86,15,108
86,16,35
86,17,101
86,18,81
86,19,63
86,20,15
86,21,123
86,22,106
86,23,32
86,24,49
86,25,45
86,26,24
86,27,116
86,28,58
86,29,98
86,30,68
86,31,100
86,32,75
86,33,110
86,34,57
86,35,57
86,36,69
86,37,9
86,38,84
86,39,97
86,40,65
86,41,73
86,42,61
86,43,100
86,44,124
86,45,58
86,46,36
86,47,36
86,48,81
86,49,62
86,50,87
86,51,89
86,52,40
86,53,104
86,54,51
86,55,78
86,56,69
86,57,28
86,58,59
86,59,74
86,60,99
86,61,71
86,62,102
86,63,95
86,64,50
86,65,46
86,66,108
86,67,83
86,68,55
86,69,66
86,70,96
86,71,89
86,72,69
86,73,77
86,74,61
86,75,12
86,76,63
86,77,74
86,78,52
86,79,52
86,80,94
86,81,79
86,82,17
86,83,27
86,84,103
86,85,66
87,0,145
87,1,163
87,2,49
87,3,132
87,4,144
87,5,53
87,6,134
87,7,21
87,8,21
87,9,162
87,10,101
87,11,51
87,12,79
87,13,86
87,14,149
87,15,140
87,16,43
87,17,132
87,18,106
87,19,85
87,20,15
87,21,169
87,22,146
87,23,44
87,24,59
87,25,58
87,26,34
87,27,159
87,28,81
87,29,126
87,30,73
87,31,127
87,32,92
87,33,168
87,34,68
87,35,66
87,36,87
87,37,9
87,38,103
87,39,141
87,40,91
87,41,94
87,42,85
87,43,128
87,44,174
87,45,74
87,46,45
87,47,41
87,48,106
87,49,77
87,50,120
87,51,115
87,52,54
87,53,153
87,54,54
87,55,97
87,56,97
87,57,37
87,58,81
87,59,86
87,60,144
87,61,93
87,62,139
87,63,124
87,64,76
87,65,64
87,66,159
87,67,129
87,68,72
87,69,89
87,70,127
87,71,131
87,72,80
87,73,99
87,74,81
87,75,12
87,76,84
87,77,111
87,78,72
87,79,73
87,80,121
87,81,104
87,82,19
87,83,32
87,84,134
87,85,80
87,86,100
88,0,9
88,1,11
88,2,8
88,3,10
88,4,13
88,5,7
88,6,11
88,7,7
88,8,7
88,9,10
88,10,10
88,11,11
88,12,9
88,13,11
88,14,14
88,15,10
88,16,7
88,17,11
88,18,11
88,19,7
88,20,6
88,21,12
88,22,13
88,23,11
88,24,11
88,25,9
88,26,7
88,27,11
88,28,10
88,29,9
88,30,11
88,31,12
88,32,10
88,33,14
88,34,9
88,35,9
88,36,8
88,37,5
88,38,9
88,39,12
88,40,8
88,41,12
88,42,9
88,43,10
88,44,12
88,45,8
88,46,7
88,47,7
88,48,10
88,49,8
88,50,13
88,51,11
88,52,8
88,53,13
88,54,10
88,55,11
88,56,9
88,57,9
88,58,12
88,59,12
88,60,10
88,61,10
88,62,10
88,63,13
88,64,7
88,65,7
88,66,12
88,67,14
88,68,8
88,69,8
88,70,10
88,71,11
88,72,9
88,73,10
88,74,11
88,75,5
88,76,9
88,77,8
88,78,11
88,79,7
88,80,12
88,81,8
88,82,9
88,83,7
88,84,10
88,85,9
88,86,12
88,87,11
89,0,112
89,1,133
89,2,41
89,3,109
89,4,100
89,5,48
89,6,94
89,7,23
89,8,17
89,9,129
89,10,80
89,11,40
89,12,62
89,13,76
89,14,103
89,15,96
89,16,41
89,17,103
89,18,91
89,19,72
89,20,14
89,21,121
89,22,114
89,23,34
89,24,49
89,25,43
89,26,26
89,27,113
89,28,56
89,29,98
89,30,58
89,31,111
89,32,82
89,33,110
89,34,59
89,35,60
89,36,63
89,37,10
89,38,78
89,39,112
89,40,87
89,41,74
89,42,67
89,43,101
89,44,132
89,45,70
89,46,41
89,47,38
89,48,74
89,49,64
89,50,117
89,51,87
89,52,45
89,53,102
89,54,47
89,55,81
89,56,75
89,57,29
89,58,71
89,59,73
89,60,105
89,61,69
89,62,106
89,63,95
89,64,64
89,65,50
89,66,114
89,67,91
89,68,53
89,69,68
89,70,101
89,71,95
89,72,60
89,73,74
89,74,57
89,75,10
89,76,62
89,77,82
89,78,50
89,79,62
89,80,89
89,81,89
89,82,11
89,83,32
89,84,119
89,85,71
89,86,74
89,87,105
89,88,8
90,0,31
90,1,30
90,2,18
90,3,30
90,4,29
90,5,19
90,6,30
90,7,14
90,8,9
90,9,33
90,10,25
90,11,16
90,12,23
90,13,25
90,14,30
90,15,31
90,16,9
90,17,35
90,18,27
90,19,20
90,20,8
90,21,30
90,22,30
90,23,16
90,24,20
90,25,17
90,26,15
90,27,32
90,28,24
90,29,26
90,30,24
90,31,34
90,32,24
90,33,31
90,34,24
90,35,21
90,36,24
90,37,5
90,38,36
90,39,35
90,40,27
90,41,29
90,42,27
90,43,34
90,44,32
90,45,24
90,46,16
90,47,11
90,48,19
90,49,20
90,50,30
90,51,30
90,52,21
90,53,28
90,54,17
90,55,19
90,56,26
90,57,11
90,58,25
90,59,21
90,60,50
90,61,25
90,62,32
90,63,30
90,64,23
90,65,23
90,66,28
90,67,25
90,68,26
90,69,21
90,70,29
90,71,30
90,72,21
90,73,26
90,74,23
90,75,7
90,76,23
90,77,26
90,78,20
90,79,19
90,80,30
90,81,34
90,82,8
90,83,14
90,84,33
90,85,18
90,86,27
90,87,32
90,88,4
90,89,25
91,0,122
91,1,133
91,2,36
91,3,98
91,4,110
91,5,49
91,6,107
91,7,21
91,8,16
91,9,128
91,10,80
91,11,45
91,12,64
91,13,66
91,14,125
91,15,114
91,16,37
91,17,99
91,18,82
91,19,66
91,20,14
91,21,147
91,22,115
91,23,41
91,24,46
91,25,39
91,26,27
91,27,110
91,28,63
91,29,104
91,30,57
91,31,109
91,32,70
91,33,118
91,34,54
91,35,53
91,36,69
91,37,7
91,38,77
91,39,113
91,40,73
91,41,77
91,42,72
91,43,97
91,44,159
91,45,66
91,46,38
91,47,36
91,48,80
91,49,61
91,50,95
91,51,87
91,52,48
91,53,117
91,54,42
91,55,79
91,56,76
91,57,23
91,58,62
91,59,68
91,60,107
91,61,72
91,62,105
91,63,95
91,64,56
91,65,50
91,66,114
91,67,97
91,68,61
91,69,62
91,70,99
91,71,93
91,72,55
91,73,66
91,74,50
91,75,13
91,76,68
91,77,85
91,78,50
91,79,58
91,80,89
91,81,85
91,82,16
91,83,25
91,84,111
91,85,65
91,86,79
91,87,108
91,88,10
91,89,86
91,90,25
92,0,53
92,1,54
92,2,29
92,3,53
92,4,45
92,5,24
92,6,46
92,7,17
92,8,11
92,9,72
92,10,32
92,11,20
92,12,34
92,13,29
92,14,50
92,15,47
92,16,24
92,17,42
92,18,38
92,19,43
92,20,7
92,21,55
92,22,58
92,23,21
92,24,26
92,25,25
92,26,16
92,27,53
92,28,30
92,29,63
92,30,33
92,31,50
92,32,40
92,33,50
92,34,33
92,35,36
92,36,33
92,37,7
92,38,38
92,39,48
92,40,37
92,41,38
92,42,35
92,43,45
92,44,61
92,45,38
92,46,26
92,47,22
92,48,40
92,49,33
92,50,43
92,51,38
92,52,27
92,53,46
92,54,27
92,55,44
92,56,41
92,57,26
92,58,31
92,59,34
92,60,51
92,61,42
92,62,58
92,63,43
92,64,26
92,65,27
92,66,52
92,67,37
92,68,30
92,69,37
92,70,45
92,71,46
92,72,53
92,73,29
92,74,31
92,75,8
92,76,33
92,77,38
92,78,31
92,79,35
92,80,42
92,81,35
92,82,13
92,83,21
92,84,47
92,85,48
92,86,36
92,87,41
92,88,7
92,89,41
92,90,17
92,91,37
93,0,166
93,1,188
93,2,51
93,3,158
93,4,159
93,5,60
93,6,142
93,7,27
93,8,21
93,9,189
93,10,105
93,11,53
93,12,85
93,13,90
93,14,165
93,15,153
93,16,47
93,17,138
93,18,113
93,19,81
93,20,19
93,21,196
93,22,171
93,23,45
93,24,60
93,25,54
93,26,37
93,27,166
93,28,80
93,29,140
93,30,79
93,31,157
93,32,111
93,33,174
93,34,74
93,35,76
93,36,86
93,37,7
93,38,115
93,39,159
93,40,111
93,41,104
93,42,99
93,43,143
93,44,204
93,45,80
93,46,52
93,47,49
93,48,113
93,49,89
93,50,146
93,51,206
93,52,61
93,53,160
93,54,70
93,55,102
93,56,103
93,57,35
93,58,88
93,59,90
93,60,154
93,61,96
93,62,160
93,63,137
93,64,81
93,65,62
93,66,182
93,67,138
93,68,74
93,69,99
93,70,137
93,71,153
93,72,79
93,73,94
93,74,75
93,75,14
93,76,93
93,77,124
93,78,72
93,79,79
93,80,140
93,81,119
93,82,16
93,83,39
93,84,175
93,85,88
93,86,114
93,87,157
93,88,10
93,89,119
93,90,33
93,91,126
93,92,49
94,0,98
94,1,102
94,2,36
94,3,79
94,4,97
94,5,39
94,6,89
94,7,16
94,8,14
94,9,102
94,10,68
94,11,33
94,12,57
94,13,50
94,14,88
94,15,84
94,16,34
94,17,92
94,18,73
94,19,51
94,20,17
94,21,98
94,22,96
94,23,29
94,24,37
94,25,38
94,26,26
94,27,90
94,28,41
94,29,75
94,30,53
94,31,85
94,32,63
94,33,96
94,34,45
94,35,48
94,36,59
94,37,6
94,38,69
94,39,86
94,40,67
94,41,60
94,42,58
94,43,73
94,44,105
94,45,50
94,46,34
94,47,30
94,48,66
94,49,51
94,50,76
94,51,72
94,52,36
94,53,90
94,54,36
94,55,61
94,56,65
94,57,28
94,58,50
94,59,57
94,60,84
94,61,52
94,62,77
94,63,78
94,64,47
94,65,42
94,66,95
94,67,74
94,68,54
94,69,62
94,70,84
94,71,75
94,72,48
94,73,63
94,74,45
94,75,11
94,76,58
94,77,75
94,78,45
94,79,47
94,80,81
94,81,71
94,82,14
94,83,26
94,84,90
94,85,52
94,86,62
94,87,91
94,88,9
94,89,58
94,90,28
94,91,61
94,92,33
94,93,101
95,0,21
95,1,26
95,2,14
95,3,20
95,4,28
95,5,14
95,6,23
95,7,15
95,8,12
95,9,27
95,10,21
95,11,21
95,12,19
95,13,24
95,14,28
95,15,22
95,16,11
95,17,28
95,18,26
95,19,17
95,20,7
95,21,28
95,22,26
95,23,15
95,24,18
95,25,15
95,26,10
95,27,25
95,28,24
95,29,22
95,30,24
95,31,29
95,32,23
95,33,27
95,34,19
95,35,20
95,36,18
95,37,5
95,38,22
95,39,27
95,40,19
95,41,24
95,42,17
95,43,29
95,44,25
95,45,22
95,46,12
95,47,11
95,48,23
95,49,16
95,50,29
95,51,23
95,52,17
95,53,28
95,54,22
95,55,21
95,56,20
95,57,15
95,58,19
95,59,22
95,60,23
95,61,22
95,62,23
95,63,30
95,64,18
95,65,11
95,66,28
95,67,26
95,68,18
95,69,17
95,70,20
95,71,26
95,72,17
95,73,18
95,74,21
95,75,6
95,76,18
95,77,16
95,78,23
95,79,13
95,80,27
95,81,23
95,82,16
95,83,12
95,84,24
95,85,22
95,86,26
95,87,27
95,88,11
95,89,22
95,90,9
95,91,22
95,92,13
95,93,28
95,94,17
96,0,98
96,1,88
96,2,35
96,3,77
96,4,77
96,5,34
96,6,75
96,7,15
96,8,17
96,9,99
96,10,59
96,11,34
96,12,53
96,13,57
96,14,78
96,15,82
96,16,33
96,17,71
96,18,64
96,19,60
96,20,14
96,21,105
96,22,83
96,23,29
96,24,40
96,25,36
96,26,16
96,27,84
96,28,46
96,29,73
96,30,57
96,31,77
96,32,62
96,33,99
96,34,45
96,35,47
96,36,61
96,37,7
96,38,61
96,39,72
96,40,52
96,41,58
96,42,54
96,43,70
96,44,97
96,45,50
96,46,26
96,47,32
96,48,63
96,49,53
96,50,68
96,51,62
96,52,40
96,53,80
96,54,39
96,55,166
96,56,61
96,57,29
96,58,45
96,59,57
96,60,89
96,61,58
96,62,84
96,63,69
96,64,44
96,65,38
96,66,82
96,67,68
96,68,51
96,69,60
96,70,78
96,71,78
96,72,41
96,73,57
96,74,43
96,75,10
96,76,59
96,77,65
96,78,40
96,79,49
96,80,65
96,81,61
96,82,14
96,83,23
96,84,79
96,85,54
96,86,56
96,87,78
96,88,10
96,89,62
96,90,18
96,91,62
96,92,37
96,93,81
96,94,50
96,95,19
97,0,129
97,1,142
97,2,53
