i,j,score
97,3,135
97,4,115
97,5,48
97,6,114
97,7,23
97,8,15
97,9,146
97,10,92
97,11,43
97,12,64
97,13,65
97,14,125
97,15,116
97,16,37
97,17,107
97,18,88
97,19,75
97,20,14
97,21,146
97,22,134
97,23,38
97,24,49
97,25,47
97,26,29
97,27,130
97,28,69
97,29,123
97,30,63
97,31,126
97,32,83
97,33,133
97,34,66
97,35,62
97,36,79
97,37,8
97,38,93
97,39,118
97,40,80
97,41,86
97,42,74
97,43,107
97,44,160
97,45,67
97,46,44
97,47,38
97,48,86
97,49,74
97,50,97
97,51,96
97,52,49
97,53,118
97,54,45
97,55,98
97,56,84
97,57,27
97,58,73
97,59,81
97,60,133
97,61,76
97,62,123
97,63,108
97,64,69
97,65,52
97,66,132
97,67,109
97,68,62
97,69,84
97,70,118
97,71,114
97,72,70
97,73,87
97,74,67
97,75,13
97,76,81
97,77,98
97,78,59
97,79,70
97,80,104
97,81,89
97,82,15
97,83,33
97,84,124
97,85,76
97,86,87
97,87,125
97,88,9
97,89,93
97,90,25
97,91,95
97,92,46
97,93,131
97,94,68
97,95,21
97,96,71
98,0,88
98,1,84
98,2,39
98,3,89
98,4,79
98,5,39
98,6,75
98,7,18
98,8,13
98,9,97
98,10,65
98,11,31
98,12,55
98,13,53
98,14,74
98,15,85
98,16,37
98,17,69
98,18,56
98,19,55
98,20,12
98,21,93
98,22,80
98,23,28
98,24,39
98,25,34
98,26,23
98,27,82
98,28,49
98,29,73
98,30,46
98,31,75
98,32,59
98,33,87
98,34,45
98,35,54
98,36,52
98,37,8
98,38,66
98,39,75
98,40,57
98,41,56
98,42,53
98,43,67
98,44,94
98,45,58
98,46,29
98,47,31
98,48,62
98,49,55
98,50,62
98,51,64
98,52,37
98,53,84
98,54,31
98,55,66
98,56,60
98,57,23
98,58,43
98,59,59
98,60,86
98,61,55
98,62,86
98,63,72
98,64,44
98,65,44
98,66,85
98,67,68
98,68,46
98,69,64
98,70,77
98,71,77
98,72,49
98,73,56
98,74,42
98,75,11
98,76,54
98,77,62
98,78,38
98,79,49
98,80,68
98,81,65
98,82,10
98,83,26
98,84,81
98,85,58
98,86,63
98,87,80
98,88,9
98,89,66
98,90,24
98,91,65
98,92,35
98,93,87
98,94,52
98,95,18
98,96,57
98,97,69
99,0,213
99,1,228
99,2,60
99,3,192
99,4,187
99,5,65
99,6,166
99,7,33
99,8,22
99,9,261
99,10,126
99,11,55
99,12,94
99,13,102
99,14,185
99,15,174
99,16,55
99,17,166
99,18,131
99,19,106
99,20,19
99,21,228
99,22,207
99,23,48
99,24,61
99,25,60
99,26,37
99,27,202
99,28,89
99,29,179
99,30,92
99,31,174
99,32,112
99,33,213
99,34,83
99,35,83
99,36,111
99,37,8
99,38,129
99,39,165
99,40,115
99,41,118
99,42,110
99,43,169
99,44,261
99,45,90
99,46,50
99,47,54
99,48,133
99,49,102
99,50,145
99,51,132
99,52,74
99,53,191
99,54,69
99,55,140
99,56,130
99,57,36
99,58,87
99,59,110
99,60,208
99,61,124
99,62,213
99,63,161
99,64,86
99,65,77
99,66,207
99,67,150
99,68,94
99,69,114
99,70,174
99,71,160
99,72,105
99,73,112
99,74,89
99,75,19
99,76,104
99,77,133
99,78,85
99,79,99
99,80,152
99,81,134
99,82,17
99,83,44
99,84,192
99,85,103
99,86,129
99,87,175
99,88,12
99,89,138
99,90,36
99,91,145
99,92,65
99,93,200
99,94,106
99,95,25
99,96,105
99,97,162
99,98,94
100,0,149
100,1,149
100,2,51
100,3,128
100,4,142
100,5,46
100,6,135
100,7,22
100,8,18
100,9,164
100,10,83
100,11,45
100,12,77
100,13,73
100,14,142
100,15,109
100,16,42
100,17,119
100,18,93
100,19,89
100,20,18
100,21,170
100,22,136
100,23,38
100,24,46
100,25,46
100,26,28
100,27,139
100,28,71
100,29,127
100,30,84
100,31,127
100,32,94
100,33,154
100,34,61
100,35,66
100,36,82
100,37,8
100,38,95
100,39,119
100,40,82
100,41,91
100,42,73
100,43,109
100,44,167
100,45,67
100,46,45
100,47,44
100,48,92
100,49,70
100,50,103
100,51,103
100,52,58
100,53,140
100,54,48
100,55,106
100,56,78
100,57,34
100,58,69
100,59,85
100,60,134
100,61,80
100,62,124
100,63,105
100,64,66
100,65,54
100,66,140
100,67,101
100,68,78
100,69,86
100,70,118
100,71,132
100,72,66
100,73,87
100,74,72
100,75,11
100,76,82
100,77,102
100,78,55
100,79,69
100,80,114
100,81,101
100,82,16
100,83,35
100,84,126
100,85,79
100,86,89
100,87,123
100,88,12
100,89,90
100,90,25
100,91,102
100,92,45
100,93,142
100,94,73
100,95,24
100,96,81
100,97,122
100,98,68
100,99,165
101,0,74
101,1,73
101,2,27
101,3,62
101,4,60
101,5,28
101,6,59
101,7,17
101,8,11
101,9,75
101,10,41
101,11,24
101,12,49
101,13,40
101,14,60
101,15,71
101,16,27
101,17,54
101,18,50
101,19,40
101,20,14
101,21,72
101,22,67
101,23,25
101,24,30
101,25,30
101,26,21
101,27,67
101,28,41
101,29,54
101,30,37
101,31,58
101,32,46
101,33,68
101,34,37
101,35,33
101,36,39
101,37,8
101,38,46
101,39,56
101,40,45
101,41,50
101,42,44
101,43,55
101,44,77
101,45,42
101,46,25
101,47,29
101,48,49
101,49,38
101,50,50
101,51,53
101,52,38
101,53,65
101,54,28
101,55,46
101,56,48
101,57,20
101,58,40
101,59,44
101,60,63
101,61,44
101,62,64
101,63,54
101,64,40
101,65,33
101,66,66
101,67,55
101,68,38
101,69,43
101,70,60
101,71,54
101,72,34
101,73,46
101,74,35
101,75,8
101,76,44
101,77,52
101,78,26
101,79,42
101,80,50
101,81,48
101,82,10
101,83,26
101,84,61
101,85,42
101,86,43
101,87,62
101,88,6
101,89,47
101,90,20
101,91,50
101,92,26
101,93,63
101,94,42
101,95,13
101,96,41
101,97,56
101,98,41
101,99,78
101,100,50
102,0,104
102,1,110
102,2,38
102,3,93
102,4,95
102,5,41
102,6,90
102,7,21
102,8,18
102,9,114
102,10,65
102,11,39
102,12,62
102,13,68
102,14,94
102,15,81
102,16,39
102,17,90
102,18,76
102,19,59
102,20,14
102,21,108
102,22,102
102,23,30
102,24,39
102,25,45
102,26,27
102,27,104
102,28,56
102,29,79
102,30,63
102,31,96
102,32,67
102,33,102
102,34,50
102,35,52
102,36,67
102,37,7
102,38,82
102,39,98
102,40,69
102,41,69
102,42,68
102,43,93
102,44,106
102,45,55
102,46,37
102,47,35
102,48,73
102,49,55
102,50,81
102,51,82
102,52,40
102,53,97
102,54,47
102,55,72
102,56,67
102,57,29
102,58,53
102,59,64
102,60,101
102,61,60
102,62,98
102,63,89
102,64,54
102,65,43
102,66,101
102,67,74
102,68,56
102,69,62
102,70,87
102,71,81
102,72,52
102,73,67
102,74,60
102,75,11
102,76,61
102,77,78
102,78,50
102,79,48
102,80,86
102,81,79
102,82,16
102,83,33
102,84,113
102,85,62
102,86,80
102,87,100
102,88,9
102,89,71
102,90,29
102,91,71
102,92,34
102,93,97
102,94,65
102,95,21
102,96,61
102,97,81
102,98,58
102,99,120
102,100,89
102,101,45
103,0,171
103,1,172
103,2,55
103,3,129
103,4,133
103,5,45
103,6,122
103,7,20
103,8,15
103,9,180
103,10,98
103,11,48
103,12,86
103,13,78
103,14,130
103,15,150
103,16,41
103,17,125
103,18,103
103,19,84
103,20,18
103,21,181
103,22,162
103,23,39
103,24,52
103,25,52
103,26,30
103,27,156
103,28,66
103,29,132
103,30,72
103,31,136
103,32,94
103,33,156
103,34,66
103,35,72
103,36,92
103,37,10
103,38,99
103,39,129
103,40,95
103,41,87
103,42,81
103,43,123
103,44,172
103,45,69
103,46,43
103,47,48
103,48,103
103,49,78
103,50,110
103,51,111
103,52,58
103,53,153
103,54,49
103,55,105
103,56,81
103,57,31
103,58,73
103,59,81
103,60,135
103,61,86
103,62,144
103,63,125
103,64,70
103,65,65
103,66,149
103,67,119
103,68,70
103,69,95
103,70,131
103,71,134
103,72,76
103,73,100
103,74,74
103,75,12
103,76,90
103,77,111
103,78,51
103,79,74
103,80,123
103,81,102
103,82,12
103,83,42
103,84,139
103,85,89
103,86,95
103,87,135
103,88,8
103,89,105
103,90,28
103,91,100
103,92,48
103,93,156
103,94,97
103,95,19
103,96,85
103,97,122
103,98,78
103,99,179
103,100,129
103,101,68
103,102,90
104,0,162
104,1,168
104,2,49
104,3,140
104,4,147
104,5,54
104,6,128
104,7,23
104,8,18
104,9,178
104,10,103
104,11,42
104,12,80
104,13,82
104,14,144
104,15,130
104,16,45
104,17,134
104,18,98
104,19,81
104,20,19
104,21,177
104,22,151
104,23,37
104,24,47
104,25,49
104,26,29
104,27,148
104,28,75
104,29,129
104,30,64
104,31,127
104,32,89
104,33,154
104,34,66
104,35,64
104,36,88
104,37,8
104,38,111
104,39,125
104,40,90
104,41,95
104,42,82
104,43,120
104,44,190
104,45,66
104,46,41
104,47,42
104,48,95
104,49,81
104,50,115
104,51,108
104,52,57
104,53,150
104,54,46
104,55,99
104,56,92
104,57,27
104,58,74
104,59,86
104,60,136
104,61,86
104,62,136
104,63,119
104,64,66
104,65,68
104,66,154
104,67,102
104,68,64
104,69,94
104,70,125
104,71,117
104,72,74
104,73,89
104,74,65
104,75,10
104,76,85
104,77,106
104,78,58
104,79,67
104,80,109
104,81,101
104,82,11
104,83,41
104,84,140
104,85,82
104,86,94
104,87,146
104,88,9
104,89,105
104,90,30
104,91,114
104,92,50
104,93,157
104,94,88
104,95,23
104,96,78
104,97,127
104,98,76
104,99,190
104,100,124
104,101,60
104,102,102
104,103,141
105,0,67
105,1,61
105,2,26
105,3,62
105,4,67
105,5,25
105,6,63
105,7,14
105,8,19
105,9,78
105,10,44
105,11,33
105,12,39
105,13,47
105,14,71
105,15,51
105,16,24
105,17,65
105,18,57
105,19,44
105,20,13
105,21,73
105,22,64
105,23,20
105,24,35
105,25,30
105,26,23
105,27,72
105,28,39
105,29,59
105,30,42
105,31,69
105,32,48
105,33,69
105,34,32
105,35,36
105,36,41
105,37,6
105,38,50
105,39,68
105,40,40
105,41,55
105,42,37
105,43,64
105,44,72
105,45,40
105,46,21
105,47,28
105,48,46
105,49,33
105,50,66
105,51,60
105,52,29
105,53,71
105,54,46
105,55,53
105,56,44
105,57,27
105,58,42
105,59,44
105,60,62
105,61,41
105,62,57
105,63,61
105,64,38
105,65,29
105,66,72
105,67,56
105,68,37
105,69,43
105,70,55
105,71,62
105,72,41
105,73,47
105,74,43
105,75,12
105,76,40
105,77,48
105,78,50
105,79,37
105,80,68
105,81,57
105,82,24
105,83,20
105,84,72
105,85,40
105,86,55
105,87,56
105,88,11
105,89,51
105,90,21
105,91,49
105,92,25
105,93,65
105,94,48
105,95,20
105,96,46
105,97,54
105,98,34
105,99,79
105,100,64
105,101,31
105,102,55
105,103,62
105,104,63
106,0,107
106,1,105
106,2,38
106,3,100
106,4,96
106,5,41
106,6,97
106,7,17
106,8,14
106,9,111
106,10,58
106,11,39
106,12,58
106,13,71
106,14,108
106,15,90
106,16,39
106,17,95
106,18,79
106,19,71
106,20,14
106,21,115
106,22,105
106,23,31
106,24,47
106,25,45
106,26,22
106,27,114
106,28,56
106,29,98
106,30,56
106,31,94
106,32,78
106,33,117
106,34,50
106,35,55
106,36,75
106,37,9
106,38,75
106,39,99
106,40,69
106,41,79
106,42,61
106,43,87
106,44,125
106,45,59
106,46,35
106,47,33
106,48,79
106,49,60
106,50,82
106,51,75
106,52,42
106,53,106
106,54,44
106,55,76
106,56,64
106,57,29
106,58,55
106,59,67
106,60,103
106,61,69
106,62,100
106,63,94
106,64,59
106,65,48
106,66,106
106,67,84
106,68,59
106,69,67
106,70,89
106,71,98
106,72,66
106,73,65
106,74,62
106,75,11
106,76,66
106,77,71
106,78,50
106,79,61
106,80,84
106,81,84
106,82,16
106,83,27
106,84,102
106,85,61
106,86,72
106,87,100
106,88,10
106,89,80
106,90,23
106,91,78
106,92,37
106,93,97
106,94,57
106,95,23
106,96,62
106,97,88
106,98,57
106,99,127
106,100,95
106,101,47
106,102,71
106,103,91
106,104,87
106,105,48
107,0,53
107,1,56
107,2,20
107,3,46
107,4,52
107,5,22
107,6,49
107,7,14
107,8,16
107,9,58
107,10,37
107,11,28
107,12,38
107,13,38
107,14,56
107,15,47
107,16,21
107,17,43
107,18,58
107,19,31
107,20,8
107,21,58
107,22,57
107,23,28
107,24,37
107,25,31
107,26,19
107,27,55
107,28,35
107,29,41
107,30,39
107,31,58
107,32,39
107,33,52
107,34,35
107,35,28
107,36,32
107,37,8
107,38,45
107,39,54
107,40,44
107,41,47
107,42,43
107,43,55
107,44,57
107,45,35
107,46,25
107,47,26
107,48,44
107,49,34
107,50,61
107,51,47
107,52,28
107,53,50
107,54,27
107,55,39
107,56,39
107,57,23
107,58,50
107,59,32
107,60,49
107,61,43
107,62,49
107,63,56
107,64,38
107,65,31
107,66,54
107,67,63
107,68,28
107,69,33
107,70,45
107,71,48
107,72,32
107,73,39
107,74,29
107,75,12
107,76,35
107,77,44
107,78,38
107,79,36
107,80,53
107,81,41
107,82,15
107,83,17
107,84,52
107,85,37
107,86,41
107,87,53
107,88,10
107,89,47
107,90,18
107,91,42
107,92,25
107,93,58
107,94,35
107,95,16
107,96,34
107,97,47
107,98,34
107,99,58
107,100,44
107,101,29
107,102,35
107,103,51
107,104,45
107,105,33
107,106,40
108,0,68
108,1,64
108,2,33
108,3,66
108,4,63
108,5,32
108,6,59
108,7,16
108,8,12
108,9,76
108,10,48
108,11,31
108,12,51
108,13,44
108,14,62
108,15,65
108,16,30
108,17,60
108,18,52
108,19,46
108,20,14
108,21,76
108,22,70
108,23,33
108,24,41
108,25,32
108,26,24
108,27,63
108,28,46
108,29,54
108,30,38
108,31,65
108,32,52
108,33,65
108,34,48
108,35,40
108,36,45
108,37,6
108,38,54
108,39,78
108,40,55
108,41,43
108,42,46
108,43,66
108,44,82
108,45,45
108,46,27
108,47,30
108,48,50
108,49,43
108,50,55
108,51,58
108,52,30
108,53,69
108,54,31
108,55,54
108,56,50
108,57,20
108,58,48
108,59,50
108,60,71
108,61,45
108,62,66
108,63,72
108,64,38
108,65,34
108,66,71
108,67,60
108,68,38
108,69,50
108,70,54
108,71,64
108,72,38
108,73,48
108,74,38
108,75,10
108,76,46
108,77,58
108,78,36
108,79,38
108,80,59
108,81,62
108,82,11
108,83,23
108,84,65
108,85,38
108,86,55
108,87,65
108,88,8
108,89,58
108,90,23
108,91,62
108,92,28
108,93,75
108,94,50
108,95,18
108,96,43
108,97,61
108,98,46
108,99,75
108,100,58
108,101,30
108,102,49
108,103,65
108,104,63
108,105,39
108,106,48
108,107,33
109,0,164
109,1,173
109,2,53
109,3,144
109,4,145
109,5,58
109,6,126
109,7,27
109,8,18
109,9,174
109,10,101
109,11,50
109,12,82
109,13,80
109,14,147
109,15,143
109,16,41
109,17,129
109,18,114
109,19,85
109,20,18
109,21,167
109,22,151
109,23,43
109,24,57
109,25,53
109,26,33
109,27,141
109,28,75
109,29,133
109,30,74
109,31,136
109,32,94
109,33,172
109,34,67
109,35,69
109,36,85
109,37,9
109,38,110
109,39,144
109,40,96
109,41,97
109,42,84
109,43,129
109,44,177
109,45,73
109,46,39
109,47,42
109,48,106
109,49,83
109,50,115
109,51,97
109,52,55
109,53,144
109,54,62
109,55,106
109,56,93
109,57,29
109,58,71
109,59,89
109,60,143
109,61,87
109,62,145
109,63,125
109,64,70
109,65,63
109,66,150
109,67,117
109,68,71
109,69,89
109,70,140
109,71,119
109,72,78
109,73,91
109,74,73
109,75,11
109,76,86
109,77,110
109,78,67
109,79,80
109,80,111
109,81,106
109,82,17
109,83,40
109,84,146
109,85,86
109,86,92
109,87,143
109,88,11
109,89,110
109,90,28
109,91,114
109,92,44
109,93,155
109,94,84
109,95,25
109,96,80
109,97,123
109,98,78
109,99,187
109,100,126
109,101,65
109,102,90
109,103,138
109,104,139
109,105,61
109,106,94
109,107,51
109,108,63
110,0,73
110,1,81
110,2,30
110,3,60
110,4,76
110,5,31
110,6,69
110,7,20
110,8,16
110,9,89
110,10,55
110,11,32
110,12,53
110,13,51
110,14,81
110,15,73
110,16,21
110,17,74
110,18,59
110,19,44
110,20,10
110,21,83
110,22,76
110,23,48
110,24,50
110,25,35
110,26,23
110,27,74
110,28,48
110,29,64
110,30,42
110,31,75
110,32,51
110,33,85
110,34,47
110,35,45
110,36,49
110,37,6
110,38,56
110,39,108
110,40,60
110,41,57
110,42,57
110,43,74
110,44,94
110,45,49
110,46,29
110,47,30
110,48,60
110,49,47
110,50,68
110,51,63
110,52,32
110,53,76
110,54,41
110,55,47
110,56,53
110,57,27
110,58,53
110,59,51
110,60,76
110,61,52
110,62,66
110,63,84
110,64,41
110,65,38
110,66,76
110,67,75
110,68,41
110,69,45
110,70,67
110,71,77
110,72,40
110,73,49
110,74,44
110,75,13
110,76,46
110,77,59
110,78,49
110,79,43
110,80,72
110,81,57
110,82,18
110,83,21
110,84,72
110,85,44
110,86,59
110,87,81
110,88,11
110,89,53
110,90,21
110,91,70
110,92,32
110,93,82
110,94,54
110,95,22
110,96,41
110,97,67
110,98,45
110,99,94
110,100,64
110,101,34
110,102,46
110,103,65
110,104,66
110,105,38
110,106,51
110,107,41
110,108,51
110,109,79
111,0,9
111,1,9
111,2,7
111,3,9
111,4,9
111,5,8
111,6,9
111,7,5
111,8,8
111,9,9
111,10,9
111,11,7
111,12,8
111,13,7
111,14,9
111,15,9
111,16,4
111,17,9
111,18,8
111,19,8
111,20,4
111,21,8
111,22,9
111,23,8
111,24,8
111,25,8
111,26,8
111,27,9
111,28,6
111,29,9
111,30,11
111,31,9
111,32,8
111,33,9
111,34,12
111,35,10
111,36,7
111,37,4
111,38,9
111,39,9
111,40,9
111,41,9
111,42,8
111,43,9
111,44,10
111,45,9
111,46,10
111,47,7
111,48,8
111,49,8
111,50,12
111,51,9
111,52,10
111,53,9
111,54,7
111,55,7
111,56,11
111,57,10
111,58,7
111,59,7
111,60,9
111,61,8
111,62,9
111,63,9
111,64,9
111,65,7
111,66,9
111,67,9
111,68,7
111,69,8
111,70,8
111,71,9
111,72,8
111,73,9
111,74,9
111,75,25
111,76,8
111,77,9
111,78,9
111,79,7
111,80,9
111,81,9
111,82,7
111,83,8
111,84,8
111,85,7
111,86,9
111,87,8
111,88,3
111,89,9
111,90,7
111,91,8
111,92,6
111,93,10
111,94,9
111,95,5
111,96,7
111,97,9
111,98,9
111,99,11
111,100,8
111,101,8
111,102,9
111,103,9
111,104,9
111,105,8
111,106,7
111,107,8
111,108,9
111,109,9
111,110,9
112,0,178
112,1,158
112,2,53
112,3,136
112,4,146
112,5,52
112,6,133
112,7,23
112,8,16
112,9,182
112,10,98
112,11,41
112,12,88
112,13,77
112,14,147
112,15,144
112,16,49
112,17,126
112,18,105
112,19,86
112,20,17
112,21,193
112,22,162
112,23,45
112,24,48
112,25,51
112,26,34
112,27,162
112,28,68
112,29,128
112,30,81
112,31,128
112,32,97
112,33,155
112,34,62
112,35,76
112,36,92
112,37,9
112,38,96
112,39,131
112,40,83
112,41,86
112,42,88
112,43,126
112,44,174
112,45,65
112,46,45
112,47,48
112,48,105
112,49,81
112,50,100
112,51,112
112,52,61
112,53,154
112,54,48
112,55,109
112,56,92
112,57,30
112,58,68
112,59,94
112,60,148
112,61,81
112,62,149
112,63,109
112,64,70
112,65,68
112,66,150
112,67,116
112,68,86
112,69,103
112,70,141
112,71,136
112,72,75
112,73,93
112,74,77
112,75,11
112,76,86
112,77,116
112,78,52
112,79,79
112,80,130
112,81,108
112,82,10
112,83,41
112,84,140
112,85,81
112,86,99
112,87,138
112,88,9
112,89,97
112,90,30
112,91,107
112,92,45
112,93,149
112,94,85
112,95,20
112,96,81
112,97,122
112,98,79
112,99,197
112,100,134
112,101,60
112,102,96
112,103,158
112,104,139
112,105,62
112,106,96
112,107,47
112,108,64
112,109,138
112,110,73
112,111,9
113,0,31
113,1,31
113,2,19
113,3,26
113,4,31
113,5,19
113,6,26
113,7,11
113,8,13
113,9,33
113,10,20
113,11,18
113,12,25
113,13,23
113,14,32
113,15,31
113,16,14
113,17,25
113,18,27
113,19,22
113,20,7
113,21,32
113,22,33
113,23,16
113,24,21
113,25,23
113,26,12
113,27,30
113,28,23
113,29,30
113,30,23
113,31,30
113,32,26
113,33,31
113,34,24
113,35,24
113,36,24
113,37,8
113,38,25
113,39,32
113,40,26
113,41,29
113,42,22
113,43,29
113,44,34
113,45,26
113,46,19
113,47,17
113,48,28
113,49,22
113,50,31
113,51,30
113,52,20
113,53,32
113,54,18
113,55,24
113,56,26
113,57,20
113,58,25
113,59,21
113,60,31
113,61,27
113,62,29
113,63,31
113,64,22
113,65,22
113,66,31
113,67,29
113,68,19
113,69,22
113,70,26
113,71,32
113,72,22
113,73,25
113,74,23
113,75,8
113,76,24
113,77,25
113,78,21
113,79,24
113,80,31
113,81,24
113,82,14
113,83,15
113,84,29
113,85,22
113,86,28
113,87,30
113,88,8
113,89,27
113,90,11
113,91,26
113,92,15
113,93,34
113,94,25
113,95,14
113,96,17
113,97,29
113,98,21
113,99,32
113,100,27
113,101,21
113,102,24
113,103,31
113,104,25
113,105,19
113,106,26
113,107,19
113,108,24
113,109,32
113,110,22
113,111,9
113,112,31
114,0,151
114,1,144
114,2,51
114,3,116
114,4,137
114,5,47
114,6,114
114,7,21
114,8,18
114,9,163
114,10,90
114,11,47
114,12,75
114,13,71
114,14,131
114,15,123
114,16,41
114,17,118
114,18,95
114,19,71
114,20,17
114,21,153
114,22,138
114,23,35
114,24,49
114,25,45
114,26,30
114,27,130
114,28,70
114,29,113
114,30,74
114,31,115
114,32,91
114,33,135
114,34,56
114,35,67
114,36,78
114,37,9
114,38,95
114,39,113
114,40,85
114,41,86
114,42,79
114,43,106
114,44,160
114,45,63
114,46,38
114,47,37
114,48,86
114,49,71
114,50,99
114,51,99
114,52,52
114,53,127
114,54,47
114,55,89
114,56,75
114,57,29
114,58,64
114,59,89
114,60,119
114,61,79
114,62,126
114,63,113
114,64,69
114,65,54
114,66,132
114,67,103
114,68,71
114,69,82
114,70,114
114,71,108
114,72,70
114,73,90
114,74,71
114,75,11
114,76,80
114,77,97
114,78,59
114,79,72
114,80,113
114,81,94
114,82,15
114,83,39
114,84,118
114,85,69
114,86,87
114,87,113
114,88,10
114,89,91
114,90,29
114,91,99
114,92,48
114,93,132
114,94,87
114,95,22
114,96,68
114,97,110
114,98,73
114,99,160
114,100,114
114,101,60
114,102,91
114,103,136
114,104,115
114,105,57
114,106,92
114,107,44
114,108,56
114,109,120
114,110,61
114,111,9
114,112,134
114,113,25
115,0,192
115,1,187
115,2,61
115,3,161
115,4,167
115,5,61
115,6,146
115,7,27
115,8,21
115,9,203
115,10,106
115,11,49
115,12,96
115,13,92
115,14,170
115,15,162
115,16,52
115,17,144
115,18,111
115,19,101
115,20,19
115,21,200
115,22,168
115,23,48
115,24,54
115,25,57
115,26,34
115,27,176
115,28,88
115,29,151
115,30,85
115,31,157
115,32,106
115,33,183
115,34,77
115,35,80
115,36,87
115,37,8
115,38,111
115,39,142
115,40,103
115,41,103
115,42,94
115,43,137
115,44,232
115,45,83
115,46,52
115,47,49
115,48,111
115,49,88
115,50,133
115,51,126
115,52,71
115,53,171
115,54,57
115,55,122
115,56,108
115,57,40
115,58,79
115,59,99
115,60,165
115,61,105
115,62,162
115,63,138
115,64,77
115,65,71
115,66,173
115,67,130
115,68,84
115,69,106
115,70,151
115,71,147
115,72,81
115,73,97
115,74,76
115,75,14
115,76,92
115,77,113
115,78,63
115,79,82
115,80,142
115,81,120
115,82,17
115,83,39
115,84,170
115,85,85
115,86,116
115,87,155
115,88,9
115,89,121
115,90,35
115,91,131
115,92,53
115,93,179
115,94,99
115,95,21
115,96,98
115,97,130
115,98,93
115,99,229
115,100,151
115,101,76
115,102,107
115,103,159
115,104,157
115,105,68
115,106,105
115,107,53
115,108,66
115,109,151
115,110,75
115,111,12
115,112,175
115,113,32
115,114,142
116,0,73
116,1,74
116,2,34
116,3,63
116,4,71
116,5,30
116,6,64
116,7,20
116,8,17
116,9,81
116,10,45
116,11,40
116,12,52
116,13,58
116,14,68
116,15,67
116,16,29
116,17,70
116,18,77
116,19,41
116,20,10
116,21,73
116,22,74
116,23,30
116,24,41
116,25,40
116,26,21
116,27,66
116,28,49
116,29,55
116,30,45
116,31,81
116,32,60
116,33,67
116,34,46
116,35,41
116,36,48
116,37,6
116,38,59
116,39,77
116,40,56
116,41,56
116,42,62
116,43,73
116,44,84
116,45,44
116,46,30
116,47,29
116,48,48
116,49,41
116,50,80
116,51,61
116,52,36
116,53,70
116,54,38
116,55,51
116,56,51
116,57,26
116,58,63
116,59,49
116,60,69
116,61,52
116,62,70
116,63,73
116,64,51
116,65,37
116,66,78
116,67,71
116,68,39
116,69,55
116,70,57
116,71,69
116,72,41
116,73,53
116,74,47
116,75,10
116,76,51
116,77,55
116,78,46
116,79,42
116,80,68
116,81,61
116,82,14
116,83,24
116,84,81
116,85,44
116,86,49
116,87,71
116,88,10
116,89,64
116,90,24
116,91,56
116,92,29
116,93,73
116,94,44
116,95,22
116,96,41
116,97,64
116,98,47
116,99,75
116,100,62
116,101,41
116,102,56
116,103,64
116,104,60
116,105,43
116,106,57
116,107,59
116,108,45
116,109,65
116,110,46
116,111,8
116,112,63
116,113,21
116,114,65
116,115,75
117,0,109
117,1,119
117,2,39
117,3,100
117,4,120
117,5,50
117,6,102
117,7,22
117,8,15
117,9,121
117,10,78
117,11,41
117,12,62
117,13,66
117,14,114
117,15,97
117,16,33
117,17,106
117,18,86
117,19,66
117,20,15
117,21,126
117,22,106
117,23,35
117,24,42
117,25,44
117,26,32
117,27,106
117,28,70
117,29,101
117,30,62
117,31,110
117,32,76
117,33,113
117,34,55
117,35,54
117,36,67
117,37,8
117,38,94
117,39,115
117,40,73
117,41,81
117,42,76
117,43,105
117,44,132
117,45,54
117,46,40
117,47,37
117,48,74
117,49,63
117,50,93
117,51,83
117,52,48
117,53,113
117,54,39
117,55,76
117,56,73
117,57,24
117,58,66
117,59,74
117,60,105
117,61,73
117,62,112
117,63,103
117,64,58
117,65,48
117,66,117
117,67,86
117,68,64
117,69,70
117,70,97
117,71,95
117,72,65
117,73,82
117,74,64
117,75,10
117,76,66
117,77,92
117,78,42
117,79,51
117,80,87
117,81,90
117,82,12
117,83,29
117,84,111
117,85,60
117,86,82
117,87,116
117,88,9
117,89,83
117,90,32
117,91,82
117,92,36
117,93,123
117,94,72
117,95,18
117,96,59
117,97,93
117,98,62
117,99,133
117,100,92
117,101,51
117,102,87
117,103,108
117,104,124
117,105,54
117,106,75
117,107,44
117,108,56
117,109,107
117,110,50
117,111,9
117,112,103
117,113,23
117,114,94
117,115,118
117,116,60
